  LON(deg)  LAT(deg)   Z(km)    VPB%  V(km/s)
   44.5000   14.0000  -30.00   -0.26    6.47
   44.5000   13.5000  -30.00   -0.09    6.49
   44.5000   13.0000  -30.00   -0.29    6.46
   44.5000   12.5000  -30.00   -0.52    6.43
   44.5000   12.0000  -30.00   -0.28    6.46
   45.0000   13.5000  -30.00   -0.60    6.42
   45.0000   13.0000  -30.00   -0.13    6.48
   45.0000   12.5000  -30.00   -0.44    6.44
   45.0000   12.0000  -30.00   -0.03    6.50
   45.5000   13.5000  -30.00   -0.58    6.42
   38.5000    9.5000  -35.00   -0.16    8.01
   38.5000    9.0000  -35.00   -0.08    8.03
   38.5000    7.5000  -35.00   -0.19    8.01
   39.0000   16.0000  -35.00   -0.31    7.99
   39.0000   15.5000  -35.00    0.55    8.13
   39.0000   15.0000  -35.00   -0.37    7.98
   39.0000   14.5000  -35.00   -0.23    8.00
   39.0000   14.0000  -35.00   -0.01    8.04
   39.0000   13.5000  -35.00    0.58    8.13
   39.0000   13.0000  -35.00    0.50    8.12
   39.0000   12.5000  -35.00   -0.11    8.02
   39.0000   12.0000  -35.00   -0.14    8.02
   39.0000   11.5000  -35.00   -0.02    8.04
   39.0000   11.0000  -35.00   -0.07    8.03
   39.0000    9.5000  -35.00   -0.02    8.04
   39.0000    9.0000  -35.00   -0.21    8.01
   39.0000    8.5000  -35.00   -0.13    8.02
   39.0000    8.0000  -35.00   -0.56    7.95
   39.0000    7.5000  -35.00   -1.11    7.86
   39.5000   15.0000  -35.00    0.62    8.14
   39.5000   14.5000  -35.00    1.02    8.21
   39.5000   14.0000  -35.00   -0.97    7.89
   39.5000   13.5000  -35.00    0.98    8.20
   39.5000   13.0000  -35.00    1.18    8.23
   39.5000   12.5000  -35.00    0.89    8.18
   39.5000   12.0000  -35.00    0.66    8.15
   39.5000   11.5000  -35.00   -0.55    7.95
   39.5000   11.0000  -35.00    1.23    8.24
   39.5000   10.5000  -35.00   -0.05    8.03
   39.5000   10.0000  -35.00    0.01    8.04
   39.5000    9.5000  -35.00    0.16    8.07
   39.5000    9.0000  -35.00    0.50    8.12
   39.5000    8.5000  -35.00    0.34    8.09
   40.0000   16.0000  -35.00    0.02    8.04
   40.0000   15.5000  -35.00   -0.27    8.00
   40.0000   15.0000  -35.00    0.53    8.13
   40.0000   14.5000  -35.00    0.30    8.09
   40.0000   14.0000  -35.00   -0.68    7.93
   40.0000   13.5000  -35.00    1.19    8.23
   40.0000   13.0000  -35.00    1.39    8.27
   40.0000   12.5000  -35.00    2.29    8.42
   40.0000   12.0000  -35.00    0.30    8.09
   40.0000   11.5000  -35.00   -1.39    7.82
   40.0000   11.0000  -35.00   -1.39    7.82
   40.0000   10.5000  -35.00    0.60    8.14
   40.0000   10.0000  -35.00   -0.28    7.99
   40.0000    9.5000  -35.00   -0.22    8.00
   40.0000    9.0000  -35.00    0.18    8.07
   40.0000    8.5000  -35.00   -0.12    8.02
   40.5000   16.0000  -35.00   -0.34    7.99
   40.5000   14.5000  -35.00    0.26    8.08
   40.5000   14.0000  -35.00    0.63    8.14
   40.5000   13.5000  -35.00    0.73    8.16
   40.5000   13.0000  -35.00    3.00    8.61
   40.5000   12.5000  -35.00    3.00    8.64
   40.5000   12.0000  -35.00    1.88    8.35
   40.5000   11.5000  -35.00    1.29    8.25
   40.5000   11.0000  -35.00    1.33    8.26
   40.5000   10.5000  -35.00    1.03    8.21
   40.5000   10.0000  -35.00    0.88    8.18
   40.5000    9.5000  -35.00    0.44    8.11
   40.5000    9.0000  -35.00   -0.47    7.96
   41.0000   16.0000  -35.00    0.60    8.14
   41.0000   15.5000  -35.00   -0.02    8.04
   41.0000   13.5000  -35.00    0.46    8.11
   41.0000   13.0000  -35.00    0.69    8.15
   41.0000   12.5000  -35.00    1.03    8.21
   41.0000   12.0000  -35.00    0.41    8.11
   41.0000   11.5000  -35.00    0.55    8.13
   41.0000   11.0000  -35.00    0.56    8.13
   41.0000   10.5000  -35.00    1.22    8.24
   41.0000   10.0000  -35.00    0.34    8.10
   41.0000    9.5000  -35.00    1.25    8.24
   41.5000   16.0000  -35.00    0.47    8.12
   41.5000   15.5000  -35.00   -0.12    8.02
   41.5000   15.0000  -35.00   -0.03    8.04
   41.5000   14.5000  -35.00    0.18    8.07
   41.5000   14.0000  -35.00    0.01    8.04
   41.5000   13.5000  -35.00    0.25    8.08
   41.5000   13.0000  -35.00    1.26    8.24
   41.5000   12.5000  -35.00    1.82    8.34
   41.5000   12.0000  -35.00    1.61    8.30
   41.5000   11.5000  -35.00    1.69    8.32
   41.5000   11.0000  -35.00    0.60    8.14
   41.5000   10.5000  -35.00    0.03    8.04
   41.5000   10.0000  -35.00   -0.27    8.00
   41.5000    9.5000  -35.00    0.27    8.08
   42.0000   16.0000  -35.00    1.48    8.28
   42.0000   15.5000  -35.00   -0.60    7.94
   42.0000   15.0000  -35.00    0.32    8.09
   42.0000   14.5000  -35.00    0.14    8.06
   42.0000   14.0000  -35.00    0.44    8.11
   42.0000   13.5000  -35.00    2.07    8.38
   42.0000   13.0000  -35.00   -0.76    7.92
   42.0000   12.5000  -35.00    2.08    8.38
   42.0000   12.0000  -35.00    3.00    8.59
   42.0000   11.5000  -35.00    3.00    8.61
   42.0000   11.0000  -35.00    1.17    8.23
   42.0000   10.5000  -35.00    0.12    8.06
   42.0000   10.0000  -35.00   -0.83    7.91
   42.0000    9.5000  -35.00   -0.05    8.03
   42.5000   16.0000  -35.00    0.97    8.20
   42.5000   15.5000  -35.00    0.57    8.13
   42.5000   15.0000  -35.00    1.02    8.21
   42.5000   14.5000  -35.00   -1.56    7.79
   42.5000   14.0000  -35.00   -0.62    7.94
   42.5000   13.5000  -35.00   -0.02    8.04
   42.5000   13.0000  -35.00   -0.10    8.02
   42.5000   12.5000  -35.00    0.96    8.20
   42.5000   12.0000  -35.00   -0.86    7.90
   42.5000   11.5000  -35.00   -0.51    7.96
   42.5000   11.0000  -35.00    1.65    8.31
   42.5000   10.5000  -35.00    0.28    8.08
   42.5000   10.0000  -35.00   -0.09    8.03
   42.5000    9.5000  -35.00   -0.01    8.04
   43.0000   16.5000  -35.00   -0.38    7.98
   43.0000   16.0000  -35.00    0.16    8.07
   43.0000   15.5000  -35.00    1.35    8.26
   43.0000   15.0000  -35.00   -1.19    7.85
   43.0000   14.5000  -35.00   -2.29    7.68
   43.0000   14.0000  -35.00   -1.51    7.80
   43.0000   13.5000  -35.00   -1.47    7.81
   43.0000   13.0000  -35.00   -0.25    8.00
   43.0000   12.5000  -35.00    0.01    8.04
   43.0000   12.0000  -35.00   -2.66    7.62
   43.0000   11.5000  -35.00    0.16    8.07
   43.0000   11.0000  -35.00    0.89    8.18
   43.0000   10.5000  -35.00   -0.09    8.02
   43.0000   10.0000  -35.00    1.20    8.24
   43.0000    9.5000  -35.00   -0.14    8.02
   43.5000   16.5000  -35.00   -1.19    7.85
   43.5000   16.0000  -35.00    0.51    8.12
   43.5000   15.5000  -35.00   -2.17    7.70
   43.5000   15.0000  -35.00   -2.43    7.66
   43.5000   14.5000  -35.00   -2.69    7.62
   43.5000   14.0000  -35.00   -1.59    7.79
   43.5000   13.5000  -35.00   -3.00    7.55
   43.5000   13.0000  -35.00   -3.00    7.45
   43.5000   12.5000  -35.00   -2.57    7.64
   43.5000   12.0000  -35.00    1.92    8.35
   43.5000   11.5000  -35.00    2.98    8.53
   43.5000   11.0000  -35.00    0.28    8.08
   43.5000   10.5000  -35.00   -0.08    8.03
   43.5000   10.0000  -35.00    0.30    8.09
   43.5000    9.5000  -35.00   -0.50    7.96
   44.0000   16.5000  -35.00   -0.22    8.00
   44.0000   15.0000  -35.00    0.86    8.18
   44.0000   14.5000  -35.00   -3.00    7.51
   44.0000   14.0000  -35.00   -2.23    7.69
   44.0000   13.5000  -35.00   -3.00    7.41
   44.0000   13.0000  -35.00   -2.70    7.62
   44.0000   12.5000  -35.00   -2.97    7.58
   44.0000   12.0000  -35.00   -3.00    7.51
   44.0000   11.5000  -35.00   -0.18    8.01
   44.5000   15.0000  -35.00    0.39    8.10
   44.5000   14.5000  -35.00   -0.90    7.90
   44.5000   14.0000  -35.00   -3.00    7.54
   44.5000   13.5000  -35.00   -3.00    7.55
   44.5000   13.0000  -35.00   -2.78    7.60
   44.5000   12.5000  -35.00   -1.97    7.73
   44.5000   12.0000  -35.00    1.82    8.34
   44.5000   11.5000  -35.00    0.08    8.05
   45.0000   15.0000  -35.00    0.04    8.05
   45.0000   14.5000  -35.00   -0.57    7.95
   45.0000   14.0000  -35.00   -2.56    7.64
   45.0000   13.5000  -35.00   -3.00    7.49
   45.0000   13.0000  -35.00   -3.00    7.56
   45.0000   12.5000  -35.00   -2.24    7.69
   45.0000   12.0000  -35.00   -0.89    7.90
   45.5000   15.0000  -35.00   -0.07    8.03
   45.5000   14.5000  -35.00   -0.94    7.89
   45.5000   14.0000  -35.00   -1.38    7.82
   45.5000   13.5000  -35.00   -1.95    7.73
   45.5000   13.0000  -35.00   -1.04    7.87
   45.5000   12.5000  -35.00    0.67    8.15
   45.5000   12.0000  -35.00    1.56    8.29
   45.5000   11.5000  -35.00   -0.10    8.02
   46.0000   13.5000  -35.00    0.21    8.07
   46.0000   13.0000  -35.00   -0.77    7.92
   46.0000   12.5000  -35.00    1.63    8.31
   46.0000   12.0000  -35.00    0.33    8.09
   46.0000   11.5000  -35.00   -0.04    8.03
   46.5000   12.5000  -35.00   -0.65    7.94
   46.5000   12.0000  -35.00   -0.02    8.04
   38.5000    9.5000  -40.00    0.16    8.07
   38.5000    9.0000  -40.00   -0.01    8.04
   38.5000    7.5000  -40.00    0.06    8.05
   39.0000   16.0000  -40.00   -0.96    7.89
   39.0000   15.5000  -40.00    0.25    8.08
   39.0000   15.0000  -40.00   -0.10    8.02
   39.0000   14.5000  -40.00   -0.38    7.98
   39.0000   14.0000  -40.00   -0.14    8.02
   39.0000   13.5000  -40.00    0.13    8.06
   39.0000   13.0000  -40.00    0.17    8.07
   39.0000   12.5000  -40.00   -0.22    8.00
   39.0000   12.0000  -40.00   -0.27    8.00
   39.0000   11.5000  -40.00   -0.34    7.99
   39.0000   11.0000  -40.00   -0.05    8.03
   39.0000   10.5000  -40.00   -0.20    8.01
   39.0000   10.0000  -40.00   -0.54    7.95
   39.0000    9.5000  -40.00   -0.43    7.97
   39.0000    9.0000  -40.00   -0.25    8.00
   39.0000    8.5000  -40.00   -0.19    8.01
   39.0000    8.0000  -40.00   -0.04    8.03
   39.0000    7.5000  -40.00   -1.04    7.88
   39.5000   15.5000  -40.00    1.50    8.29
   39.5000   15.0000  -40.00    1.57    8.30
   39.5000   14.5000  -40.00    0.15    8.06
   39.5000   14.0000  -40.00   -3.00    7.51
   39.5000   13.5000  -40.00    1.02    8.21
   39.5000   13.0000  -40.00   -0.29    7.99
   39.5000   12.5000  -40.00   -0.79    7.91
   39.5000   12.0000  -40.00    0.57    8.13
   39.5000   11.5000  -40.00    0.06    8.05
   39.5000   11.0000  -40.00    0.49    8.12
   39.5000   10.5000  -40.00   -0.19    8.01
   39.5000   10.0000  -40.00   -0.15    8.02
   39.5000    9.5000  -40.00    0.68    8.15
   39.5000    9.0000  -40.00    0.60    8.14
   39.5000    8.5000  -40.00    0.31    8.09
   39.5000    8.0000  -40.00   -0.26    8.00
   40.0000   16.0000  -40.00    0.11    8.06
   40.0000   15.5000  -40.00   -0.26    8.00
   40.0000   15.0000  -40.00    0.73    8.16
   40.0000   14.5000  -40.00    1.03    8.21
   40.0000   14.0000  -40.00   -1.98    7.73
   40.0000   13.5000  -40.00    1.99    8.37
   40.0000   13.0000  -40.00    1.57    8.30
   40.0000   12.5000  -40.00    3.00    8.56
   40.0000   12.0000  -40.00   -1.21    7.85
   40.0000   11.5000  -40.00   -2.16    7.70
   40.0000   11.0000  -40.00   -1.61    7.79
   40.0000   10.5000  -40.00    1.41    8.27
   40.0000   10.0000  -40.00   -0.41    7.98
   40.0000    9.5000  -40.00   -0.16    8.01
   40.0000    9.0000  -40.00    0.37    8.10
   40.0000    8.5000  -40.00    0.05    8.05
   40.5000   16.0000  -40.00   -0.52    7.96
   40.5000   15.5000  -40.00   -0.49    7.96
   40.5000   15.0000  -40.00   -0.16    8.01
   40.5000   14.5000  -40.00    0.19    8.07
   40.5000   14.0000  -40.00    1.30    8.25
   40.5000   13.5000  -40.00    0.90    8.19
   40.5000   13.0000  -40.00    3.00    8.80
   40.5000   12.5000  -40.00    3.00    8.73
   40.5000   12.0000  -40.00    2.02    8.37
   40.5000   11.5000  -40.00   -0.28    8.00
   40.5000   11.0000  -40.00    0.28    8.09
   40.5000   10.5000  -40.00    2.65    8.48
   40.5000   10.0000  -40.00    1.41    8.27
   40.5000    9.5000  -40.00    0.20    8.07
   40.5000    9.0000  -40.00    0.08    8.05
   41.0000   16.0000  -40.00    2.25    8.41
   41.0000   15.5000  -40.00   -0.02    8.04
   41.0000   15.0000  -40.00    0.11    8.06
   41.0000   14.5000  -40.00    0.24    8.08
   41.0000   14.0000  -40.00   -0.07    8.03
   41.0000   13.5000  -40.00   -0.47    7.97
   41.0000   13.0000  -40.00   -3.00    7.52
   41.0000   12.5000  -40.00    2.45    8.44
   41.0000   12.0000  -40.00    0.01    8.04
   41.0000   11.5000  -40.00   -0.12    8.02
   41.0000   11.0000  -40.00    1.65    8.31
   41.0000   10.5000  -40.00    2.43    8.44
   41.0000   10.0000  -40.00    0.67    8.15
   41.0000    9.5000  -40.00    0.57    8.13
   41.5000   16.0000  -40.00    0.92    8.19
   41.5000   15.5000  -40.00    0.27    8.08
   41.5000   15.0000  -40.00   -0.44    7.97
   41.5000   14.5000  -40.00    0.22    8.08
   41.5000   14.0000  -40.00    0.09    8.06
   41.5000   13.5000  -40.00   -1.22    7.85
   41.5000   13.0000  -40.00    1.39    8.27
   41.5000   12.5000  -40.00    0.73    8.16
   41.5000   12.0000  -40.00   -0.20    8.01
   41.5000   11.5000  -40.00    2.29    8.42
   41.5000   11.0000  -40.00    1.51    8.29
   41.5000   10.5000  -40.00    0.19    8.07
   41.5000   10.0000  -40.00   -0.40    7.98
   41.5000    9.5000  -40.00    0.40    8.11
   42.0000   16.0000  -40.00    3.00    8.56
   42.0000   15.5000  -40.00   -0.58    7.95
   42.0000   15.0000  -40.00   -0.74    7.92
   42.0000   14.5000  -40.00    0.72    8.16
   42.0000   14.0000  -40.00    0.78    8.17
   42.0000   13.5000  -40.00    3.00    8.54
   42.0000   13.0000  -40.00    0.56    8.13
   42.0000   12.5000  -40.00    0.80    8.17
   42.0000   12.0000  -40.00    1.41    8.27
   42.0000   11.5000  -40.00    1.87    8.35
   42.0000   11.0000  -40.00    2.95    8.53
   42.0000   10.5000  -40.00    0.11    8.06
   42.0000   10.0000  -40.00   -0.66    7.94
   42.0000    9.5000  -40.00    0.05    8.05
   42.5000   16.0000  -40.00    2.21    8.40
   42.5000   15.5000  -40.00    2.48    8.45
   42.5000   15.0000  -40.00    3.00    8.59
   42.5000   14.5000  -40.00   -1.85    7.75
   42.5000   14.0000  -40.00   -1.41    7.82
   42.5000   13.5000  -40.00    2.17    8.40
   42.5000   13.0000  -40.00   -0.31    7.99
   42.5000   12.5000  -40.00   -2.22    7.69
   42.5000   12.0000  -40.00   -3.00    7.50
   42.5000   11.5000  -40.00    1.09    8.22
   42.5000   11.0000  -40.00    1.92    8.36
   42.5000   10.5000  -40.00    0.49    8.12
   42.5000   10.0000  -40.00   -0.13    8.02
   42.5000    9.5000  -40.00   -0.06    8.03
   43.0000   16.5000  -40.00   -0.62    7.94
   43.0000   16.0000  -40.00    0.67    8.15
   43.0000   15.5000  -40.00    3.00    8.67
   43.0000   15.0000  -40.00   -0.73    7.92
   43.0000   14.5000  -40.00   -3.00    7.43
   43.0000   14.0000  -40.00   -3.00    7.53
   43.0000   13.5000  -40.00   -2.83    7.60
   43.0000   13.0000  -40.00   -1.00    7.88
   43.0000   12.5000  -40.00   -0.67    7.93
   43.0000   12.0000  -40.00    1.77    8.33
   43.0000   11.5000  -40.00   -1.12    7.86
   43.0000   11.0000  -40.00   -0.56    7.95
   43.0000   10.5000  -40.00    2.40    8.44
   43.0000   10.0000  -40.00    2.33    8.42
   43.0000    9.5000  -40.00   -0.02    8.04
   43.5000   16.5000  -40.00   -0.35    7.98
   43.5000   16.0000  -40.00   -0.23    8.00
   43.5000   15.5000  -40.00   -0.80    7.91
   43.5000   15.0000  -40.00   -1.95    7.73
   43.5000   14.5000  -40.00   -2.17    7.70
   43.5000   14.0000  -40.00   -2.92    7.58
   43.5000   13.5000  -40.00   -2.25    7.69
   43.5000   13.0000  -40.00   -3.00    7.43
   43.5000   12.5000  -40.00   -3.00    7.49
   43.5000   12.0000  -40.00   -0.42    7.97
   43.5000   11.5000  -40.00   -1.00    7.88
   43.5000   11.0000  -40.00    0.17    8.07
   43.5000   10.5000  -40.00    0.52    8.13
   43.5000   10.0000  -40.00    0.58    8.14
   43.5000    9.5000  -40.00   -0.23    8.00
   44.0000   15.0000  -40.00   -0.74    7.92
   44.0000   14.5000  -40.00   -1.07    7.87
   44.0000   14.0000  -40.00   -1.34    7.83
   44.0000   13.5000  -40.00   -2.48    7.65
   44.0000   13.0000  -40.00   -2.13    7.71
   44.0000   12.5000  -40.00   -3.00    7.31
   44.0000   12.0000  -40.00   -3.00    7.53
   44.0000   11.5000  -40.00    0.95    8.19
   44.5000   15.0000  -40.00   -0.06    8.03
   44.5000   14.5000  -40.00    0.65    8.15
   44.5000   14.0000  -40.00   -2.92    7.58
   44.5000   13.5000  -40.00   -3.00    7.57
   44.5000   13.0000  -40.00   -1.78    7.76
   44.5000   12.5000  -40.00   -3.00    7.49
   44.5000   12.0000  -40.00    1.11    8.22
   44.5000   11.5000  -40.00    0.09    8.06
   45.0000   15.0000  -40.00   -0.18    8.01
   45.0000   14.5000  -40.00   -0.45    7.97
   45.0000   14.0000  -40.00   -1.89    7.74
   45.0000   13.5000  -40.00   -1.05    7.87
   45.0000   13.0000  -40.00   -3.00    7.43
   45.0000   12.5000  -40.00   -3.00    7.31
   45.0000   12.0000  -40.00   -0.70    7.93
   45.0000   11.5000  -40.00   -0.57    7.95
   45.5000   15.0000  -40.00   -0.80    7.91
   45.5000   14.5000  -40.00   -1.02    7.88
   45.5000   14.0000  -40.00   -0.87    7.90
   45.5000   13.5000  -40.00   -1.03    7.88
   45.5000   13.0000  -40.00   -3.00    7.50
   45.5000   12.5000  -40.00    2.76    8.50
   45.5000   12.0000  -40.00    2.90    8.52
   45.5000   11.5000  -40.00   -0.45    7.97
   46.0000   13.5000  -40.00    0.12    8.06
   46.0000   13.0000  -40.00   -1.69    7.77
   46.0000   12.5000  -40.00    1.41    8.27
   46.0000   12.0000  -40.00   -0.53    7.96
   46.0000   11.5000  -40.00   -0.06    8.03
   46.5000   12.5000  -40.00   -1.13    7.86
   46.5000   12.0000  -40.00   -0.08    8.03
   38.5000   10.0000  -50.00    0.40    8.11
   38.5000    9.5000  -50.00    0.20    8.07
   38.5000    9.0000  -50.00   -0.00    8.04
   38.5000    8.5000  -50.00    0.06    8.05
   38.5000    8.0000  -50.00    0.25    8.08
   38.5000    7.5000  -50.00    0.02    8.04
   39.0000   16.0000  -50.00   -0.73    7.93
   39.0000   15.5000  -50.00   -0.32    7.99
   39.0000   15.0000  -50.00    0.39    8.10
   39.0000   14.5000  -50.00    0.25    8.08
   39.0000   14.0000  -50.00    0.42    8.11
   39.0000   13.5000  -50.00    0.20    8.07
   39.0000   13.0000  -50.00    0.10    8.06
   39.0000   12.5000  -50.00   -0.02    8.04
   39.0000   12.0000  -50.00   -0.15    8.02
   39.0000   11.5000  -50.00   -0.66    7.94
   39.0000   11.0000  -50.00   -0.65    7.94
   39.0000   10.5000  -50.00   -1.45    7.81
   39.0000   10.0000  -50.00   -1.24    7.84
   39.0000    9.5000  -50.00   -1.38    7.82
   39.0000    9.0000  -50.00   -0.71    7.93
   39.0000    8.5000  -50.00   -0.79    7.92
   39.0000    8.0000  -50.00   -0.06    8.03
   39.0000    7.5000  -50.00   -0.33    7.99
   39.5000   15.5000  -50.00   -0.66    7.94
   39.5000   15.0000  -50.00    1.13    8.23
   39.5000   14.5000  -50.00   -1.35    7.83
   39.5000   14.0000  -50.00    1.28    8.25
   39.5000   13.5000  -50.00    1.07    8.22
   39.5000   13.0000  -50.00    0.86    8.18
   39.5000   12.5000  -50.00   -1.65    7.78
   39.5000   12.0000  -50.00   -0.12    8.02
   39.5000   11.5000  -50.00   -1.00    7.88
   39.5000   11.0000  -50.00   -1.45    7.81
   39.5000   10.5000  -50.00   -0.12    8.02
   39.5000   10.0000  -50.00    0.69    8.15
   39.5000    9.5000  -50.00   -0.87    7.90
   39.5000    9.0000  -50.00   -1.26    7.84
   39.5000    8.5000  -50.00   -0.81    7.91
   39.5000    8.0000  -50.00   -1.81    7.76
   40.0000   16.0000  -50.00    0.76    8.17
   40.0000   15.5000  -50.00    0.67    8.15
   40.0000   15.0000  -50.00    1.03    8.21
   40.0000   14.5000  -50.00   -0.52    7.96
   40.0000   14.0000  -50.00    1.39    8.27
   40.0000   13.5000  -50.00    3.00    8.61
   40.0000   13.0000  -50.00    3.00    8.74
   40.0000   12.5000  -50.00   -0.80    7.91
   40.0000   12.0000  -50.00    2.71    8.49
   40.0000   11.5000  -50.00   -0.04    8.04
   40.0000   11.0000  -50.00    0.77    8.17
   40.0000   10.5000  -50.00    2.00    8.37
   40.0000   10.0000  -50.00    0.19    8.07
   40.0000    9.5000  -50.00    0.32    8.09
   40.0000    9.0000  -50.00    0.49    8.12
   40.0000    8.5000  -50.00    0.03    8.05
   40.5000   16.0000  -50.00   -0.32    7.99
   40.5000   15.5000  -50.00    0.64    8.15
   40.5000   15.0000  -50.00    0.22    8.08
   40.5000   14.5000  -50.00    0.07    8.05
   40.5000   14.0000  -50.00    2.88    8.52
   40.5000   13.5000  -50.00    1.88    8.35
   40.5000   13.0000  -50.00    3.00    8.64
   40.5000   12.5000  -50.00   -1.69    7.77
   40.5000   12.0000  -50.00    2.46    8.45
   40.5000   11.5000  -50.00    0.88    8.19
   40.5000   11.0000  -50.00    1.34    8.26
   40.5000   10.5000  -50.00    2.54    8.46
   40.5000   10.0000  -50.00    1.31    8.26
   40.5000    9.5000  -50.00    0.57    8.13
   40.5000    9.0000  -50.00    0.29    8.09
   41.0000   16.0000  -50.00    1.50    8.29
   41.0000   15.5000  -50.00    2.28    8.42
   41.0000   15.0000  -50.00   -0.05    8.03
   41.0000   14.5000  -50.00   -0.04    8.04
   41.0000   14.0000  -50.00    2.37    8.43
   41.0000   13.5000  -50.00    0.02    8.04
   41.0000   13.0000  -50.00   -1.96    7.73
   41.0000   12.5000  -50.00   -1.65    7.78
   41.0000   12.0000  -50.00   -0.82    7.91
   41.0000   11.5000  -50.00    2.33    8.43
   41.0000   11.0000  -50.00    3.00    8.64
   41.0000   10.5000  -50.00    2.42    8.44
   41.0000   10.0000  -50.00    1.88    8.35
   41.0000    9.5000  -50.00    0.51    8.12
   41.0000    9.0000  -50.00    0.91    8.19
   41.5000   16.0000  -50.00    0.34    8.10
   41.5000   15.5000  -50.00    2.36    8.43
   41.5000   15.0000  -50.00    0.32    8.09
   41.5000   14.5000  -50.00    0.39    8.11
   41.5000   14.0000  -50.00   -0.13    8.02
   41.5000   13.5000  -50.00   -3.00    7.52
   41.5000   13.0000  -50.00   -3.00    7.53
   41.5000   12.5000  -50.00   -2.18    7.70
   41.5000   12.0000  -50.00   -3.00    7.32
   41.5000   11.5000  -50.00   -0.90    7.90
   41.5000   11.0000  -50.00    2.86    8.52
   41.5000   10.5000  -50.00    0.40    8.11
   41.5000   10.0000  -50.00    0.27    8.09
   41.5000    9.5000  -50.00    0.41    8.11
   42.0000   16.0000  -50.00    3.00    8.75
   42.0000   15.5000  -50.00    2.12    8.39
   42.0000   15.0000  -50.00   -3.00    7.53
   42.0000   14.5000  -50.00    1.56    8.30
   42.0000   14.0000  -50.00    1.64    8.31
   42.0000   13.5000  -50.00    0.53    8.13
   42.0000   13.0000  -50.00   -0.04    8.04
   42.0000   12.5000  -50.00    1.47    8.28
   42.0000   12.0000  -50.00    0.93    8.19
   42.0000   11.5000  -50.00   -0.07    8.03
   42.0000   11.0000  -50.00    3.00    8.54
   42.0000   10.5000  -50.00    0.65    8.15
   42.0000   10.0000  -50.00   -0.34    7.99
   42.0000    9.5000  -50.00   -0.18    8.01
   42.5000   16.0000  -50.00    3.00    8.71
   42.5000   15.5000  -50.00    3.00    8.58
   42.5000   15.0000  -50.00    0.76    8.16
   42.5000   14.5000  -50.00    3.00    8.80
   42.5000   14.0000  -50.00    0.25    8.08
   42.5000   13.5000  -50.00    3.00    8.64
   42.5000   13.0000  -50.00    2.27    8.41
   42.5000   12.5000  -50.00   -2.83    7.60
   42.5000   12.0000  -50.00    0.77    8.17
   42.5000   11.5000  -50.00    2.98    8.54
   42.5000   11.0000  -50.00    1.68    8.32
   42.5000   10.5000  -50.00    0.87    8.18
   42.5000   10.0000  -50.00    0.03    8.05
   42.5000    9.5000  -50.00   -0.04    8.04
   43.0000   16.0000  -50.00    1.08    8.22
   43.0000   15.5000  -50.00    1.35    8.26
   43.0000   15.0000  -50.00    0.39    8.10
   43.0000   14.5000  -50.00    2.17    8.40
   43.0000   14.0000  -50.00   -0.03    8.04
   43.0000   13.5000  -50.00   -1.91    7.74
   43.0000   13.0000  -50.00   -3.00    7.50
   43.0000   12.5000  -50.00   -3.00    7.55
   43.0000   12.0000  -50.00   -1.50    7.80
   43.0000   11.5000  -50.00   -0.48    7.97
   43.0000   11.0000  -50.00    0.63    8.14
   43.0000   10.5000  -50.00    3.00    8.63
   43.0000   10.0000  -50.00    0.61    8.14
   43.5000   16.0000  -50.00   -1.41    7.82
   43.5000   15.5000  -50.00    0.50    8.12
   43.5000   15.0000  -50.00   -1.65    7.78
   43.5000   14.5000  -50.00   -3.00    7.52
   43.5000   14.0000  -50.00   -0.22    8.01
   43.5000   13.5000  -50.00   -2.22    7.69
   43.5000   13.0000  -50.00   -0.97    7.89
   43.5000   12.5000  -50.00    0.53    8.13
   43.5000   12.0000  -50.00   -3.00    7.43
   43.5000   11.5000  -50.00   -0.25    8.00
   43.5000   11.0000  -50.00    0.56    8.13
   43.5000   10.5000  -50.00    1.39    8.27
   43.5000   10.0000  -50.00   -0.46    7.97
   44.0000   15.0000  -50.00   -3.00    7.57
   44.0000   14.5000  -50.00   -1.69    7.77
   44.0000   14.0000  -50.00   -1.63    7.78
   44.0000   13.5000  -50.00   -0.15    8.02
   44.0000   13.0000  -50.00    0.87    8.18
   44.0000   12.5000  -50.00   -2.05    7.72
   44.0000   12.0000  -50.00    2.79    8.50
   44.0000   11.5000  -50.00    2.54    8.46
   44.0000   11.0000  -50.00   -0.35    7.98
   44.5000   15.0000  -50.00   -1.88    7.75
   44.5000   14.5000  -50.00   -0.76    7.92
   44.5000   14.0000  -50.00   -2.03    7.72
   44.5000   13.5000  -50.00   -2.68    7.62
   44.5000   13.0000  -50.00   -3.00    7.38
   44.5000   12.5000  -50.00    0.02    8.05
   44.5000   12.0000  -50.00    0.53    8.13
   44.5000   11.5000  -50.00    0.37    8.10
   45.0000   15.0000  -50.00   -0.89    7.90
   45.0000   14.5000  -50.00   -2.91    7.59
   45.0000   14.0000  -50.00   -2.18    7.70
   45.0000   13.5000  -50.00    0.51    8.12
   45.0000   13.0000  -50.00   -2.01    7.73
   45.0000   12.5000  -50.00   -0.28    8.00
   45.0000   12.0000  -50.00    3.00    8.61
   45.0000   11.5000  -50.00   -0.98    7.89
   45.5000   15.0000  -50.00   -1.63    7.78
   45.5000   14.5000  -50.00   -1.08    7.87
   45.5000   14.0000  -50.00   -0.67    7.94
