  LON(deg)  LAT(deg)   Z(km)    VPB%  V(km/s)
   45.5000   13.5000  -50.00   -0.71    7.93
   45.5000   13.0000  -50.00    1.20    8.24
   45.5000   12.5000  -50.00    3.00    8.80
   45.5000   12.0000  -50.00    1.73    8.32
   45.5000   11.5000  -50.00   -0.82    7.91
   46.0000   13.0000  -50.00    0.01    8.04
   46.0000   12.5000  -50.00    0.24    8.08
   46.0000   12.0000  -50.00   -0.14    8.02
   46.0000   11.5000  -50.00   -0.01    8.04
   46.5000   12.5000  -50.00   -0.31    7.99
   46.5000   12.0000  -50.00   -0.02    8.04
   38.5000   10.0000  -70.00    0.07    8.06
   38.5000    9.5000  -70.00    0.01    8.05
   39.0000   15.5000  -70.00    0.08    8.06
   39.0000   15.0000  -70.00    0.29    8.09
   39.0000   14.5000  -70.00    0.81    8.18
   39.0000   14.0000  -70.00    1.56    8.30
   39.0000   13.5000  -70.00    1.63    8.31
   39.0000   13.0000  -70.00    1.29    8.25
   39.0000   12.5000  -70.00    0.82    8.18
   39.0000   12.0000  -70.00    0.38    8.11
   39.0000   11.5000  -70.00   -0.09    8.03
   39.0000   11.0000  -70.00   -0.96    7.89
   39.0000   10.5000  -70.00   -0.22    8.01
   39.0000   10.0000  -70.00    0.09    8.06
   39.0000    9.5000  -70.00    0.19    8.07
   39.0000    9.0000  -70.00    0.57    8.14
   39.0000    8.5000  -70.00    0.47    8.12
   39.0000    8.0000  -70.00    0.10    8.06
   39.5000   15.5000  -70.00   -1.45    7.81
   39.5000   15.0000  -70.00   -0.83    7.91
   39.5000   14.5000  -70.00    0.75    8.17
   39.5000   14.0000  -70.00    2.68    8.49
   39.5000   13.5000  -70.00    1.90    8.36
   39.5000   13.0000  -70.00    0.34    8.10
   39.5000   12.5000  -70.00   -0.72    7.93
   39.5000   12.0000  -70.00   -0.92    7.90
   39.5000   11.5000  -70.00   -0.20    8.01
   39.5000   11.0000  -70.00    0.10    8.06
   39.5000   10.5000  -70.00   -0.75    7.93
   39.5000   10.0000  -70.00   -0.28    8.00
   39.5000    9.5000  -70.00   -0.83    7.91
   39.5000    9.0000  -70.00   -0.66    7.94
   39.5000    8.5000  -70.00   -0.38    7.98
   39.5000    8.0000  -70.00   -0.49    7.97
   40.0000   15.5000  -70.00   -0.44    7.97
   40.0000   15.0000  -70.00   -1.35    7.83
   40.0000   14.5000  -70.00   -0.90    7.90
   40.0000   14.0000  -70.00    1.68    8.32
   40.0000   13.5000  -70.00    3.00    8.67
   40.0000   13.0000  -70.00    0.64    8.15
   40.0000   12.5000  -70.00   -0.46    7.97
   40.0000   12.0000  -70.00    1.47    8.28
   40.0000   11.5000  -70.00    1.60    8.31
   40.0000   11.0000  -70.00   -0.77    7.92
   40.0000   10.5000  -70.00   -0.20    8.01
   40.0000   10.0000  -70.00   -0.89    7.90
   40.0000    9.5000  -70.00   -1.66    7.78
   40.0000    9.0000  -70.00   -0.76    7.92
   40.0000    8.5000  -70.00   -1.53    7.80
   40.5000   15.5000  -70.00    2.01    8.37
   40.5000   15.0000  -70.00    3.00    8.62
   40.5000   14.5000  -70.00    1.64    8.31
   40.5000   14.0000  -70.00   -1.04    7.88
   40.5000   13.5000  -70.00   -0.81    7.92
   40.5000   13.0000  -70.00    0.50    8.13
   40.5000   12.5000  -70.00   -0.02    8.04
   40.5000   12.0000  -70.00    3.00    8.57
   40.5000   11.5000  -70.00    0.09    8.06
   40.5000   11.0000  -70.00   -1.38    7.83
   40.5000   10.5000  -70.00   -1.14    7.86
   40.5000   10.0000  -70.00   -2.92    7.59
   40.5000    9.5000  -70.00   -0.44    7.97
   40.5000    9.0000  -70.00   -2.05    7.72
   40.5000    8.5000  -70.00   -1.04    7.88
   41.0000   15.5000  -70.00    1.70    8.32
   41.0000   15.0000  -70.00   -0.13    8.02
   41.0000   14.5000  -70.00    0.12    8.06
   41.0000   14.0000  -70.00    1.45    8.28
   41.0000   13.5000  -70.00    3.00    8.67
   41.0000   13.0000  -70.00   -1.39    7.82
   41.0000   12.5000  -70.00   -0.71    7.93
   41.0000   12.0000  -70.00    2.89    8.52
   41.0000   11.5000  -70.00    0.63    8.15
   41.0000   11.0000  -70.00   -0.47    7.97
   41.0000   10.5000  -70.00   -2.23    7.69
   41.0000   10.0000  -70.00    0.21    8.08
   41.0000    9.5000  -70.00   -1.70    7.78
   41.0000    9.0000  -70.00   -1.02    7.88
   41.5000   16.0000  -70.00    0.21    8.08
   41.5000   15.5000  -70.00    2.52    8.46
   41.5000   15.0000  -70.00    3.00    8.59
   41.5000   14.5000  -70.00   -0.88    7.90
   41.5000   14.0000  -70.00    0.46    8.12
   41.5000   13.5000  -70.00   -0.38    7.98
   41.5000   13.0000  -70.00    2.53    8.46
   41.5000   12.5000  -70.00   -0.04    8.04
   41.5000   12.0000  -70.00    3.00    8.59
   41.5000   11.5000  -70.00    2.16    8.40
   41.5000   11.0000  -70.00   -1.19    7.86
   41.5000   10.5000  -70.00    0.56    8.13
   41.5000   10.0000  -70.00    0.37    8.10
   41.5000    9.5000  -70.00   -1.28    7.84
   42.0000   16.0000  -70.00    1.10    8.22
   42.0000   15.5000  -70.00    1.35    8.26
   42.0000   15.0000  -70.00    1.24    8.25
   42.0000   14.5000  -70.00   -3.00    7.51
   42.0000   14.0000  -70.00    2.83    8.51
   42.0000   13.5000  -70.00    0.23    8.08
   42.0000   13.0000  -70.00   -0.79    7.92
   42.0000   12.5000  -70.00   -2.47    7.66
   42.0000   12.0000  -70.00   -0.06    8.03
   42.0000   11.5000  -70.00    2.34    8.43
   42.0000   11.0000  -70.00   -0.07    8.03
   42.0000   10.5000  -70.00    0.49    8.12
   42.0000   10.0000  -70.00   -0.17    8.02
   42.0000    9.5000  -70.00   -0.63    7.94
   42.5000   16.0000  -70.00    1.67    8.32
   42.5000   15.5000  -70.00    2.40    8.44
   42.5000   15.0000  -70.00    1.65    8.31
   42.5000   14.5000  -70.00    2.09    8.39
   42.5000   14.0000  -70.00    3.00    8.69
   42.5000   13.5000  -70.00    1.40    8.27
   42.5000   13.0000  -70.00    1.95    8.36
   42.5000   12.5000  -70.00    0.52    8.13
   42.5000   12.0000  -70.00    1.68    8.32
   42.5000   11.5000  -70.00    0.69    8.16
   42.5000   11.0000  -70.00    1.29    8.25
   42.5000   10.5000  -70.00    0.09    8.06
   42.5000   10.0000  -70.00   -0.60    7.95
   43.0000   16.0000  -70.00    0.09    8.06
   43.0000   15.5000  -70.00    0.76    8.17
   43.0000   15.0000  -70.00    1.75    8.33
   43.0000   14.5000  -70.00    3.00    8.71
   43.0000   14.0000  -70.00    2.22    8.41
   43.0000   13.5000  -70.00    3.00    8.80
   43.0000   13.0000  -70.00    3.00    8.79
   43.0000   12.5000  -70.00    0.39    8.11
   43.0000   12.0000  -70.00    2.49    8.46
   43.0000   11.5000  -70.00    0.30    8.09
   43.0000   11.0000  -70.00    0.32    8.10
   43.0000   10.5000  -70.00    0.03    8.05
   43.0000   10.0000  -70.00   -0.07    8.03
   43.5000   16.0000  -70.00   -0.37    7.99
   43.5000   15.5000  -70.00   -0.18    8.02
   43.5000   15.0000  -70.00    0.57    8.14
   43.5000   14.5000  -70.00   -1.03    7.88
   43.5000   14.0000  -70.00    3.00    8.55
   43.5000   13.5000  -70.00    3.00    8.80
   43.5000   13.0000  -70.00    3.00    8.65
   43.5000   12.5000  -70.00   -0.28    8.00
   43.5000   12.0000  -70.00    2.47    8.45
   43.5000   11.5000  -70.00   -1.18    7.86
   43.5000   11.0000  -70.00    0.46    8.12
   43.5000   10.5000  -70.00   -0.08    8.03
   43.5000   10.0000  -70.00   -0.07    8.03
   44.0000   15.0000  -70.00   -0.62    7.94
   44.0000   14.5000  -70.00   -1.01    7.88
   44.0000   14.0000  -70.00    0.95    8.20
   44.0000   13.5000  -70.00    3.00    8.80
   44.0000   13.0000  -70.00    3.00    8.58
   44.0000   12.5000  -70.00    2.26    8.42
   44.0000   12.0000  -70.00    2.44    8.45
   44.0000   11.5000  -70.00   -0.11    8.03
   44.0000   11.0000  -70.00   -0.17    8.02
   44.0000   10.5000  -70.00   -0.37    7.99
   44.5000   15.0000  -70.00   -0.34    7.99
   44.5000   14.5000  -70.00    0.89    8.19
   44.5000   14.0000  -70.00    1.74    8.33
   44.5000   13.5000  -70.00    1.07    8.22
   44.5000   13.0000  -70.00    1.05    8.21
   44.5000   12.5000  -70.00    1.69    8.32
   44.5000   12.0000  -70.00    2.92    8.53
   44.5000   11.5000  -70.00   -0.50    7.96
   44.5000   11.0000  -70.00    0.09    8.06
   45.0000   14.5000  -70.00   -0.36    7.99
   45.0000   14.0000  -70.00    1.13    8.23
   45.0000   13.5000  -70.00    2.60    8.47
   45.0000   13.0000  -70.00    2.57    8.47
   45.0000   12.5000  -70.00    0.49    8.12
   45.0000   12.0000  -70.00    2.34    8.43
   45.0000   11.5000  -70.00   -0.55    7.96
   45.5000   13.5000  -70.00    0.07    8.05
   45.5000   13.0000  -70.00    1.86    8.35
   45.5000   12.5000  -70.00    0.44    8.11
   45.5000   12.0000  -70.00    0.18    8.07
   45.5000   11.5000  -70.00   -0.07    8.03
   46.0000   13.0000  -70.00   -0.48    7.97
   46.0000   12.5000  -70.00   -0.08    8.03
   46.0000   12.0000  -70.00    0.00    8.04
