  LON(deg)  LAT(deg)   Z(km)    VPB%  V(km/s)
   45.5000   13.5000  -50.00    2.14    8.39
   45.5000   13.0000  -50.00   -1.10    7.86
   45.5000   12.5000  -50.00    3.00    9.05
   45.5000   12.0000  -50.00   -1.22    7.85
   45.5000   11.5000  -50.00    2.24    8.40
   46.0000   13.0000  -50.00    3.00    8.53
   46.0000   12.5000  -50.00   -2.87    7.59
   46.0000   12.0000  -50.00    2.91    8.52
   46.0000   11.5000  -50.00   -3.00    7.57
   46.5000   12.5000  -50.00    2.67    8.48
   46.5000   12.0000  -50.00   -3.00    7.57
   38.5000   10.0000  -70.00    3.00    8.54
   38.5000    9.5000  -70.00   -2.99    7.57
   39.0000   15.5000  -70.00    3.00    8.54
   39.0000   15.0000  -70.00   -2.84    7.59
   39.0000   14.5000  -70.00    3.00    8.59
   39.0000   14.0000  -70.00   -1.54    7.80
   39.0000   13.5000  -70.00    3.00    8.67
   39.0000   13.0000  -70.00   -1.80    7.75
   39.0000   12.5000  -70.00    3.00    8.59
   39.0000   12.0000  -70.00   -2.70    7.61
   39.0000   11.5000  -70.00    2.79    8.50
   39.0000   11.0000  -70.00   -3.00    7.48
   39.0000   10.5000  -70.00    2.55    8.46
   39.0000   10.0000  -70.00   -2.87    7.59
   39.0000    9.5000  -70.00    3.00    8.55
   39.0000    9.0000  -70.00   -2.58    7.63
   39.0000    8.5000  -70.00    3.00    8.56
   39.0000    8.0000  -70.00   -2.92    7.58
   39.5000   15.5000  -70.00   -3.00    7.49
   39.5000   15.0000  -70.00    2.52    8.45
   39.5000   14.5000  -70.00   -2.33    7.67
   39.5000   14.0000  -70.00    3.00    8.76
   39.5000   13.5000  -70.00   -1.09    7.87
   39.5000   13.0000  -70.00    3.00    8.56
   39.5000   12.5000  -70.00   -3.00    7.51
   39.5000   12.0000  -70.00    1.87    8.35
   39.5000   11.5000  -70.00   -3.00    7.53
   39.5000   11.0000  -70.00    2.86    8.51
   39.5000   10.5000  -70.00   -3.00    7.53
   39.5000   10.0000  -70.00    2.86    8.51
   39.5000    9.5000  -70.00   -3.00    7.49
   39.5000    9.0000  -70.00    2.30    8.42
   39.5000    8.5000  -70.00   -3.00    7.54
   39.5000    8.0000  -70.00    2.53    8.46
   40.0000   15.5000  -70.00    2.65    8.48
   40.0000   15.0000  -70.00   -3.00    7.54
   40.0000   14.5000  -70.00    2.38    8.43
   40.0000   14.0000  -70.00   -1.60    7.79
   40.0000   13.5000  -70.00    3.00    8.90
   40.0000   13.0000  -70.00   -2.22    7.69
   40.0000   12.5000  -70.00    2.27    8.41
   40.0000   12.0000  -70.00   -1.98    7.73
   40.0000   11.5000  -70.00    3.00    8.64
   40.0000   11.0000  -70.00   -3.00    7.54
   40.0000   10.5000  -70.00    2.94    8.52
   40.0000   10.0000  -70.00   -3.00    7.49
   40.0000    9.5000  -70.00    1.67    8.31
   40.0000    9.0000  -70.00   -3.00    7.53
   40.0000    8.5000  -70.00    1.57    8.30
   40.5000   15.5000  -70.00   -0.84    7.91
   40.5000   15.0000  -70.00    3.00    8.87
   40.5000   14.5000  -70.00   -0.81    7.91
   40.5000   14.0000  -70.00    2.06    8.38
   40.5000   13.5000  -70.00   -3.00    7.50
   40.5000   13.0000  -70.00    3.00    8.58
   40.5000   12.5000  -70.00   -3.00    7.55
   40.5000   12.0000  -70.00    3.00    8.85
   40.5000   11.5000  -70.00   -2.82    7.60
   40.5000   11.0000  -70.00    1.55    8.29
   40.5000   10.5000  -70.00   -3.00    7.51
   40.5000   10.0000  -70.00    0.16    8.07
   40.5000    9.5000  -70.00   -3.00    7.56
   40.5000    9.0000  -70.00    1.13    8.23
   40.5000    8.5000  -70.00   -3.00    7.48
   41.0000   15.5000  -70.00    3.00    8.68
   41.0000   15.0000  -70.00   -2.96    7.58
   41.0000   14.5000  -70.00    2.94    8.52
   41.0000   14.0000  -70.00   -1.01    7.88
   41.0000   13.5000  -70.00    3.00    8.92
   41.0000   13.0000  -70.00   -3.00    7.51
   41.0000   12.5000  -70.00    2.39    8.43
   41.0000   12.0000  -70.00   -0.25    8.00
   41.0000   11.5000  -70.00    3.00    8.61
   41.0000   11.0000  -70.00   -3.00    7.56
   41.0000   10.5000  -70.00    1.02    8.21
   41.0000   10.0000  -70.00   -2.53    7.64
   41.0000    9.5000  -70.00    1.52    8.29
   41.0000    9.0000  -70.00   -3.00    7.48
   41.5000   16.0000  -70.00    3.00    8.56
   41.5000   15.5000  -70.00   -0.25    8.00
   41.5000   15.0000  -70.00    3.00    8.87
   41.5000   14.5000  -70.00   -3.00    7.46
   41.5000   14.0000  -70.00    3.00    8.61
   41.5000   13.5000  -70.00   -3.00    7.56
   41.5000   13.0000  -70.00    3.00    8.77
   41.5000   12.5000  -70.00   -2.31    7.68
   41.5000   12.0000  -70.00    3.00    8.80
   41.5000   11.5000  -70.00   -1.25    7.84
   41.5000   11.0000  -70.00    2.16    8.39
   41.5000   10.5000  -70.00   -2.23    7.69
   41.5000   10.0000  -70.00    3.00    8.59
   41.5000    9.5000  -70.00   -3.00    7.46
   42.0000   16.0000  -70.00   -1.65    7.78
   42.0000   15.5000  -70.00    3.00    8.68
   42.0000   15.0000  -70.00   -0.82    7.91
   42.0000   14.5000  -70.00    0.05    8.04
   42.0000   14.0000  -70.00   -0.32    7.99
   42.0000   13.5000  -70.00    2.50    8.45
   42.0000   13.0000  -70.00   -2.88    7.59
   42.0000   12.5000  -70.00    0.24    8.03
   42.0000   12.0000  -70.00   -2.60    7.63
   42.0000   11.5000  -70.00    3.00    8.75
   42.0000   11.0000  -70.00   -3.00    7.54
   42.0000   10.5000  -70.00    3.00    8.59
   42.0000   10.0000  -70.00   -3.00    7.53
   42.0000    9.5000  -70.00    2.34    8.42
   42.5000   16.0000  -70.00    3.00    8.69
   42.5000   15.5000  -70.00   -0.39    7.98
   42.5000   15.0000  -70.00    3.00    8.69
   42.5000   14.5000  -70.00   -0.59    7.95
   42.5000   14.0000  -70.00    3.00    8.93
   42.5000   13.5000  -70.00   -0.67    7.94
   42.5000   13.0000  -70.00    3.00    8.69
   42.5000   12.5000  -70.00   -2.67    7.62
   42.5000   12.0000  -70.00    3.00    8.67
   42.5000   11.5000  -70.00   -2.49    7.65
   42.5000   11.0000  -70.00    3.00    8.64
   42.5000   10.5000  -70.00   -3.00    7.54
   42.5000   10.0000  -70.00    2.34    8.42
   43.0000   16.0000  -70.00   -2.91    7.58
   43.0000   15.5000  -70.00    3.00    8.60
   43.0000   15.0000  -70.00   -1.47    7.81
   43.0000   14.5000  -70.00    3.00    8.94
   43.0000   14.0000  -70.00   -0.46    7.97
   43.0000   13.5000  -70.00    3.00    9.03
   43.0000   13.0000  -70.00   -2.81    8.28
   43.0000   12.5000  -70.00    3.00    8.55
   43.0000   12.0000  -70.00   -0.83    7.91
   43.0000   11.5000  -70.00    3.00    8.56
   43.0000   11.0000  -70.00   -2.63    7.63
   43.0000   10.5000  -70.00    2.98    8.53
   43.0000   10.0000  -70.00   -3.00    7.56
   43.5000   16.0000  -70.00    2.64    8.47
   43.5000   15.5000  -70.00   -3.00    7.56
   43.5000   15.0000  -70.00    3.00    8.54
   43.5000   14.5000  -70.00   -3.00    7.43
   43.5000   14.0000  -70.00    3.00    8.77
   43.5000   13.5000  -70.00   -3.00    8.30
   43.5000   13.0000  -70.00    3.00    8.90
   43.5000   12.5000  -70.00   -3.00    7.55
   43.5000   12.0000  -70.00    3.00    8.75
   43.5000   11.5000  -70.00   -3.00    7.51
   43.5000   11.0000  -70.00    3.00    8.60
   43.5000   10.5000  -70.00   -3.00    7.57
   43.5000   10.0000  -70.00    2.94    8.52
   44.0000   15.0000  -70.00   -3.00    7.52
   44.0000   14.5000  -70.00    1.69    8.32
   44.0000   14.0000  -70.00   -1.63    7.78
   44.0000   13.5000  -70.00    3.00    9.05
   44.0000   13.0000  -70.00   -0.45    8.08
   44.0000   12.5000  -70.00    3.00    8.71
   44.0000   12.0000  -70.00   -0.45    7.97
   44.0000   11.5000  -70.00    2.77    8.50
   44.0000   11.0000  -70.00   -3.00    7.55
   44.0000   10.5000  -70.00    2.66    8.48
   44.5000   15.0000  -70.00    2.64    8.47
   44.5000   14.5000  -70.00   -2.54    7.64
   44.5000   14.0000  -70.00    3.00    8.67
   44.5000   13.5000  -70.00   -1.94    7.73
   44.5000   13.0000  -70.00    3.00    8.58
   44.5000   12.5000  -70.00   -1.36    7.83
   44.5000   12.0000  -70.00    3.00    8.81
   44.5000   11.5000  -70.00   -3.00    7.52
   44.5000   11.0000  -70.00    3.00    8.54
   45.0000   14.5000  -70.00    2.54    8.46
   45.0000   14.0000  -70.00   -1.83    7.75
   45.0000   13.5000  -70.00    3.00    8.79
   45.0000   13.0000  -70.00   -0.70    7.93
   45.0000   12.5000  -70.00    3.00    8.58
   45.0000   12.0000  -70.00   -0.55    7.95
   45.0000   11.5000  -70.00    2.47    8.45
   45.5000   13.5000  -70.00   -3.00    7.57
   45.5000   13.0000  -70.00    3.00    8.70
   45.5000   12.5000  -70.00   -2.56    7.64
   45.5000   12.0000  -70.00    3.00    8.55
   45.5000   11.5000  -70.00   -3.00    7.56
   46.0000   13.0000  -70.00   -3.00    7.53
   46.0000   12.5000  -70.00    2.92    8.52
   46.0000   12.0000  -70.00   -3.00    7.57
