  LON(deg)  LAT(deg)   Z(km)    VPB%  V(km/s)
   44.0000   11.5000  -30.00    2.95    6.89
   44.5000   14.0000  -30.00    2.73    6.86
   44.5000   13.5000  -30.00   -3.00    6.11
   44.5000   13.0000  -30.00    2.69    6.85
   44.5000   12.5000  -30.00   -3.00    6.08
   44.5000   12.0000  -30.00    2.69    6.85
   45.0000   13.5000  -30.00    2.40    6.81
   45.0000   13.0000  -30.00   -3.00    6.11
   45.0000   12.5000  -30.00    2.52    6.83
   45.0000   12.0000  -30.00   -3.00    6.11
   45.5000   13.5000  -30.00   -3.00    6.08
   38.5000    9.5000  -35.00    2.80    8.50
   38.5000    9.0000  -35.00   -3.00    7.56
   38.5000    7.5000  -35.00    2.72    8.48
   39.0000   16.0000  -35.00    2.91    8.51
   39.0000   15.5000  -35.00   -2.54    7.64
   39.0000   15.0000  -35.00    2.82    8.50
   39.0000   14.5000  -35.00   -3.00    7.55
   39.0000   14.0000  -35.00    2.99    8.53
   39.0000   13.5000  -35.00   -2.41    7.66
   39.0000   13.0000  -35.00    3.00    8.56
   39.0000   12.5000  -35.00   -3.00    7.56
   39.0000   12.0000  -35.00    2.86    8.51
   39.0000   11.5000  -35.00   -3.00    7.56
   39.0000   11.0000  -35.00    2.93    8.52
   39.0000    9.5000  -35.00   -3.00    7.56
   39.0000    9.0000  -35.00    2.93    8.52
   39.0000    8.5000  -35.00   -2.98    7.57
   39.0000    8.0000  -35.00    2.41    8.43
   39.0000    7.5000  -35.00   -3.00    7.47
   39.5000   15.0000  -35.00   -2.53    7.64
   39.5000   14.5000  -35.00    3.00    8.61
   39.5000   14.0000  -35.00   -3.00    7.50
   39.5000   13.5000  -35.00    3.00    8.63
   39.5000   13.0000  -35.00   -2.09    7.71
   39.5000   12.5000  -35.00    3.00    8.58
   39.5000   12.0000  -35.00   -2.22    7.69
   39.5000   11.5000  -35.00    2.62    8.47
   39.5000   11.0000  -35.00   -1.74    7.76
   39.5000   10.5000  -35.00    2.90    8.51
   39.5000   10.0000  -35.00   -3.00    7.56
   39.5000    9.5000  -35.00    3.00    8.54
   39.5000    9.0000  -35.00   -2.92    7.58
   39.5000    8.5000  -35.00    3.00    8.56
   40.0000   16.0000  -35.00    3.00    8.54
   40.0000   15.5000  -35.00   -3.00    7.54
   40.0000   15.0000  -35.00    3.00    8.57
   40.0000   14.5000  -35.00   -2.71    7.61
   40.0000   14.0000  -35.00    2.35    8.42
   40.0000   13.5000  -35.00   -1.90    7.74
   40.0000   13.0000  -35.00    3.00    8.63
   40.0000   12.5000  -35.00   -1.08    7.87
   40.0000   12.0000  -35.00    3.00    8.57
   40.0000   11.5000  -35.00   -3.00    7.42
   40.0000   11.0000  -35.00    1.36    8.26
   40.0000   10.5000  -35.00   -2.38    7.66
   40.0000   10.0000  -35.00    2.74    8.49
   40.0000    9.5000  -35.00   -3.00    7.55
   40.0000    9.0000  -35.00    3.00    8.55
   40.0000    8.5000  -35.00   -3.00    7.56
   40.5000   16.0000  -35.00   -3.00    7.54
   40.5000   14.5000  -35.00    3.00    8.56
   40.5000   14.0000  -35.00   -2.39    7.66
   40.5000   13.5000  -35.00    3.00    8.58
   40.5000   13.0000  -35.00   -1.02    8.12
   40.5000   12.5000  -35.00    3.00    8.83
   40.5000   12.0000  -35.00   -1.49    7.80
   40.5000   11.5000  -35.00    3.00    8.62
   40.5000   11.0000  -35.00   -1.77    7.76
   40.5000   10.5000  -35.00    3.00    8.59
   40.5000   10.0000  -35.00   -2.25    7.68
   40.5000    9.5000  -35.00    3.00    8.56
   40.5000    9.0000  -35.00   -3.00    7.53
   41.0000   16.0000  -35.00    3.00    8.59
   41.0000   15.5000  -35.00   -3.00    7.56
   41.0000   13.5000  -35.00   -2.79    7.60
   41.0000   13.0000  -35.00    3.00    8.59
   41.0000   12.5000  -35.00   -2.34    7.67
   41.0000   12.0000  -35.00    3.00    8.56
   41.0000   11.5000  -35.00   -2.23    7.68
   41.0000   11.0000  -35.00    3.00    8.57
   41.0000   10.5000  -35.00   -1.71    7.77
   41.0000   10.0000  -35.00    3.00    8.56
   41.0000    9.5000  -35.00   -1.62    7.78
   41.5000   16.0000  -35.00   -2.51    7.64
   41.5000   15.5000  -35.00    2.82    8.50
   41.5000   15.0000  -35.00   -3.00    7.56
   41.5000   14.5000  -35.00    3.00    8.54
   41.5000   14.0000  -35.00   -2.98    7.57
   41.5000   13.5000  -35.00    3.00    8.56
   41.5000   13.0000  -35.00   -1.58    7.79
   41.5000   12.5000  -35.00    3.00    8.62
   41.5000   12.0000  -35.00   -1.76    7.76
   41.5000   11.5000  -35.00    3.00    8.68
   41.5000   11.0000  -35.00   -2.28    7.68
   41.5000   10.5000  -35.00    3.00    8.53
   41.5000   10.0000  -35.00   -3.00    7.55
   41.5000    9.5000  -35.00    3.00    8.58
   42.0000   16.0000  -35.00    3.00    8.65
   42.0000   15.5000  -35.00   -3.00    7.51
   42.0000   15.0000  -35.00    3.00    8.55
   42.0000   14.5000  -35.00   -2.90    7.58
   42.0000   14.0000  -35.00    3.00    8.57
   42.0000   13.5000  -35.00   -0.65    7.93
   42.0000   13.0000  -35.00    2.10    8.38
   42.0000   12.5000  -35.00   -0.93    7.89
   42.0000   12.0000  -35.00    3.00    8.87
   42.0000   11.5000  -35.00   -1.42    8.16
   42.0000   11.0000  -35.00    3.00    8.62
   42.0000   10.5000  -35.00   -2.89    7.58
   42.0000   10.0000  -35.00    2.13    8.38
   42.0000    9.5000  -35.00   -3.00    7.56
   42.5000   16.0000  -35.00   -2.10    7.70
   42.5000   15.5000  -35.00    3.00    8.58
   42.5000   15.0000  -35.00   -1.90    7.74
   42.5000   14.5000  -35.00    1.29    8.25
   42.5000   14.0000  -35.00   -3.00    7.52
   42.5000   13.5000  -35.00    3.00    8.54
   42.5000   13.0000  -35.00   -3.00    7.55
   42.5000   12.5000  -35.00    3.00    8.62
   42.5000   12.0000  -35.00   -3.00    7.55
   42.5000   11.5000  -35.00    3.00    8.53
   42.5000   11.0000  -35.00   -1.51    7.80
   42.5000   10.5000  -35.00    3.00    8.55
   42.5000   10.0000  -35.00   -3.00    7.55
   42.5000    9.5000  -35.00    2.94    8.52
   43.0000   16.5000  -35.00   -3.00    7.54
   43.0000   16.0000  -35.00    2.93    8.52
   43.0000   15.5000  -35.00   -1.71    7.77
   43.0000   15.0000  -35.00    1.72    8.32
   43.0000   14.5000  -35.00   -3.00    7.40
   43.0000   14.0000  -35.00    1.54    8.29
   43.0000   13.5000  -35.00   -3.00    7.45
   43.0000   13.0000  -35.00    2.74    8.49
   43.0000   12.5000  -35.00   -2.69    7.61
   43.0000   12.0000  -35.00    0.92    8.19
   43.0000   11.5000  -35.00   -2.51    7.64
   43.0000   11.0000  -35.00    3.00    8.60
   43.0000   10.5000  -35.00   -3.00    7.56
   43.0000   10.0000  -35.00    3.00    8.64
   43.0000    9.5000  -35.00   -3.00    7.55
   43.5000   16.5000  -35.00    1.82    8.33
   43.5000   16.0000  -35.00   -2.57    7.63
   43.5000   15.5000  -35.00    0.81    8.17
   43.5000   15.0000  -35.00   -3.00    7.39
   43.5000   14.5000  -35.00    0.46    8.11
   43.5000   14.0000  -35.00   -3.00    7.46
   43.5000   13.5000  -35.00    0.26    8.02
   43.5000   13.0000  -35.00   -3.00    7.22
   43.5000   12.5000  -35.00    0.66    8.15
   43.5000   12.0000  -35.00   -0.90    7.89
   43.5000   11.5000  -35.00    3.00    8.79
   43.5000   11.0000  -35.00   -2.71    7.61
   43.5000   10.5000  -35.00    2.92    8.52
   43.5000   10.0000  -35.00   -2.69    7.61
   43.5000    9.5000  -35.00    2.53    8.45
   44.0000   16.5000  -35.00   -3.00    7.55
   44.0000   15.0000  -35.00    3.00    8.61
   44.0000   14.5000  -35.00   -3.00    7.28
   44.0000   14.0000  -35.00    0.82    8.17
   44.0000   13.5000  -35.00   -3.00    7.17
   44.0000   13.0000  -35.00    0.60    8.14
   44.0000   12.5000  -35.00   -3.00    7.37
   44.0000   12.0000  -35.00    0.86    7.97
   44.0000   11.5000  -35.00   -3.00    7.55
   44.5000   15.0000  -35.00   -2.65    7.62
   44.5000   14.5000  -35.00    2.15    8.39
   44.5000   14.0000  -35.00   -3.00    7.33
   44.5000   13.5000  -35.00    0.18    8.03
   44.5000   13.0000  -35.00   -3.00    7.38
   44.5000   12.5000  -35.00    1.39    8.26
   44.5000   12.0000  -35.00   -1.40    7.82
   44.5000   11.5000  -35.00    3.00    8.53
   45.0000   15.0000  -35.00    2.95    8.52
   45.0000   14.5000  -35.00   -3.00    7.51
   45.0000   14.0000  -35.00    0.01    8.04
   45.0000   13.5000  -35.00   -3.00    7.24
   45.0000   13.0000  -35.00    0.08    8.03
   45.0000   12.5000  -35.00   -3.00    7.41
   45.0000   12.0000  -35.00    2.17    8.39
   45.5000   15.0000  -35.00   -3.00    7.56
   45.5000   14.5000  -35.00    1.93    8.35
   45.5000   14.0000  -35.00   -3.00    7.42
   45.5000   13.5000  -35.00    0.72    8.16
   45.5000   13.0000  -35.00   -3.00    7.48
   45.5000   12.5000  -35.00    3.00    8.60
   45.5000   12.0000  -35.00   -1.50    7.80
   45.5000   11.5000  -35.00    2.91    8.51
   46.0000   13.5000  -35.00   -2.67    7.62
   46.0000   13.0000  -35.00    2.26    8.41
   46.0000   12.5000  -35.00   -1.27    7.84
   46.0000   12.0000  -35.00    3.00    8.56
   46.0000   11.5000  -35.00   -3.00    7.56
   46.5000   12.5000  -35.00    2.35    8.42
   46.5000   12.0000  -35.00   -3.00    7.56
   38.5000    9.5000  -40.00   -2.90    7.58
   38.5000    9.0000  -40.00    3.00    8.53
   38.5000    7.5000  -40.00   -2.98    7.57
   39.0000   16.0000  -40.00   -3.00    7.53
   39.0000   15.5000  -40.00    3.00    8.56
   39.0000   15.0000  -40.00   -2.99    7.57
   39.0000   14.5000  -40.00    2.73    8.49
   39.0000   14.0000  -40.00   -3.00    7.55
   39.0000   13.5000  -40.00    3.00    8.54
   39.0000   13.0000  -40.00   -2.88    7.58
   39.0000   12.5000  -40.00    2.80    8.50
   39.0000   12.0000  -40.00   -3.00    7.54
   39.0000   11.5000  -40.00    2.67    8.47
   39.0000   11.0000  -40.00   -3.00    7.56
   39.0000   10.5000  -40.00    2.80    8.50
   39.0000   10.0000  -40.00   -3.00    7.52
   39.0000    9.5000  -40.00    2.67    8.48
   39.0000    9.0000  -40.00   -3.00    7.55
   39.0000    8.5000  -40.00    2.91    8.51
   39.0000    8.0000  -40.00   -3.00    7.56
   39.0000    7.5000  -40.00    1.88    8.34
   39.5000   15.5000  -40.00   -1.53    7.79
   39.5000   15.0000  -40.00    3.00    8.64
   39.5000   14.5000  -40.00   -2.74    7.61
   39.5000   14.0000  -40.00    0.59    7.99
   39.5000   13.5000  -40.00   -1.89    7.74
   39.5000   13.0000  -40.00    2.44    8.44
   39.5000   12.5000  -40.00   -3.00    7.50
   39.5000   12.0000  -40.00    3.00    8.58
   39.5000   11.5000  -40.00   -2.89    7.58
   39.5000   11.0000  -40.00    3.00    8.57
   39.5000   10.5000  -40.00   -3.00    7.55
   39.5000   10.0000  -40.00    2.83    8.50
   39.5000    9.5000  -40.00   -2.37    7.66
   39.5000    9.0000  -40.00    3.00    8.56
   39.5000    8.5000  -40.00   -2.66    7.62
   39.5000    8.0000  -40.00    2.73    8.49
   40.0000   16.0000  -40.00   -2.62    7.62
   40.0000   15.5000  -40.00    2.73    8.48
   40.0000   15.0000  -40.00   -2.38    7.66
   40.0000   14.5000  -40.00    3.00    8.61
   40.0000   14.0000  -40.00   -3.00    7.42
   40.0000   13.5000  -40.00    3.00    8.69
   40.0000   13.0000  -40.00   -1.33    7.83
   40.0000   12.5000  -40.00    3.00    8.78
   40.0000   12.0000  -40.00   -3.00    7.48
   40.0000   11.5000  -40.00    0.56    8.13
   40.0000   11.0000  -40.00   -3.00    7.44
   40.0000   10.5000  -40.00    3.00    8.65
   40.0000   10.0000  -40.00   -3.00    7.53
   40.0000    9.5000  -40.00    2.82    8.50
   40.0000    9.0000  -40.00   -2.57    7.63
   40.0000    8.5000  -40.00    3.00    8.53
   40.5000   16.0000  -40.00    2.56    8.46
   40.5000   15.5000  -40.00   -3.00    7.53
   40.5000   15.0000  -40.00    2.75    8.49
   40.5000   14.5000  -40.00   -2.86    7.59
   40.5000   14.0000  -40.00    3.00    8.64
   40.5000   13.5000  -40.00   -2.24    7.68
   40.5000   13.0000  -40.00    3.00    9.05
   40.5000   12.5000  -40.00   -1.76    8.19
   40.5000   12.0000  -40.00    3.00    8.69
   40.5000   11.5000  -40.00   -3.00    7.54
   40.5000   11.0000  -40.00    3.00    8.54
   40.5000   10.5000  -40.00   -0.61    7.94
   40.5000   10.0000  -40.00    3.00    8.64
   40.5000    9.5000  -40.00   -2.77    7.60
   40.5000    9.0000  -40.00    3.00    8.56
   41.0000   16.0000  -40.00   -0.73    7.92
   41.0000   15.5000  -40.00    3.00    8.53
   41.0000   15.0000  -40.00   -2.90    7.58
   41.0000   14.5000  -40.00    3.00    8.55
   41.0000   14.0000  -40.00   -3.00    7.56
   41.0000   13.5000  -40.00    2.29    8.41
   41.0000   13.0000  -40.00   -3.00    7.29
   41.0000   12.5000  -40.00    3.00    8.76
   41.0000   12.0000  -40.00   -2.84    7.59
   41.0000   11.5000  -40.00    2.99    8.53
   41.0000   11.0000  -40.00   -1.36    7.82
   41.0000   10.5000  -40.00    3.00    8.75
   41.0000   10.0000  -40.00   -2.25    7.68
   41.0000    9.5000  -40.00    3.00    8.59
   41.5000   16.0000  -40.00    3.00    8.62
   41.5000   15.5000  -40.00   -2.74    7.61
   41.5000   15.0000  -40.00    2.39    8.43
   41.5000   14.5000  -40.00   -2.89    7.58
   41.5000   14.0000  -40.00    3.00    8.54
   41.5000   13.5000  -40.00   -3.00    7.49
   41.5000   13.0000  -40.00    3.00    8.67
   41.5000   12.5000  -40.00   -2.70    7.61
   41.5000   12.0000  -40.00    2.81    8.50
   41.5000   11.5000  -40.00   -0.70    7.93
   41.5000   11.0000  -40.00    3.00    8.69
   41.5000   10.5000  -40.00   -2.72    7.61
   41.5000   10.0000  -40.00    2.66    8.47
   41.5000    9.5000  -40.00   -2.35    7.67
   42.0000   16.0000  -40.00   -0.04    8.04
   42.0000   15.5000  -40.00    2.22    8.40
   42.0000   15.0000  -40.00   -3.00    7.49
   42.0000   14.5000  -40.00    3.00    8.58
   42.0000   14.0000  -40.00   -2.10    7.70
   42.0000   13.5000  -40.00    3.00    8.84
   42.0000   13.0000  -40.00   -2.75    7.60
   42.0000   12.5000  -40.00    3.00    8.59
   42.0000   12.0000  -40.00   -1.65    7.78
   42.0000   11.5000  -40.00    3.00    8.69
   42.0000   11.0000  -40.00   -0.12    8.05
   42.0000   10.5000  -40.00    3.00    8.54
   42.0000   10.0000  -40.00   -3.00    7.51
   42.0000    9.5000  -40.00    3.00    8.53
   42.5000   16.0000  -40.00    3.00    8.71
   42.5000   15.5000  -40.00   -0.59    7.95
   42.5000   15.0000  -40.00    3.00    8.84
   42.5000   14.5000  -40.00   -3.00    7.41
   42.5000   14.0000  -40.00    1.55    8.29
   42.5000   13.5000  -40.00   -0.40    7.98
   42.5000   13.0000  -40.00    2.54    8.45
   42.5000   12.5000  -40.00   -3.00    7.41
   42.5000   12.0000  -40.00    1.74    7.90
   42.5000   11.5000  -40.00   -2.37    7.66
   42.5000   11.0000  -40.00    3.00    8.68
   42.5000   10.5000  -40.00   -2.54    7.64
   42.5000   10.0000  -40.00    2.78    8.49
   42.5000    9.5000  -40.00   -3.00    7.56
   43.0000   16.5000  -40.00    2.40    8.43
   43.0000   16.0000  -40.00   -2.70    7.61
   43.0000   15.5000  -40.00    3.00    8.91
   43.0000   15.0000  -40.00   -3.00    7.46
   43.0000   14.5000  -40.00    1.75    7.90
   43.0000   14.0000  -40.00   -3.00    7.31
   43.0000   13.5000  -40.00    0.27    8.08
   43.0000   13.0000  -40.00   -3.00    7.49
   43.0000   12.5000  -40.00    2.31    8.41
   43.0000   12.0000  -40.00   -1.67    7.77
   43.0000   11.5000  -40.00    1.67    8.31
   43.0000   11.0000  -40.00   -3.00    7.53
   43.0000   10.5000  -40.00    3.00    8.76
   43.0000   10.0000  -40.00   -0.54    7.95
   43.0000    9.5000  -40.00    2.97    8.53
   43.5000   16.5000  -40.00   -3.00    7.54
   43.5000   16.0000  -40.00    2.75    8.49
   43.5000   15.5000  -40.00   -3.00    7.49
   43.5000   15.0000  -40.00    1.05    8.21
   43.5000   14.5000  -40.00   -3.00    7.43
   43.5000   14.0000  -40.00    0.20    8.07
   43.5000   13.5000  -40.00   -3.00    7.42
   43.5000   13.0000  -40.00    1.91    7.89
   43.5000   12.5000  -40.00   -3.00    7.28
   43.5000   12.0000  -40.00    2.92    8.52
   43.5000   11.5000  -40.00   -3.00    7.53
   43.5000   11.0000  -40.00    3.00    8.55
   43.5000   10.5000  -40.00   -2.46    7.65
   43.5000   10.0000  -40.00    3.00    8.58
   43.5000    9.5000  -40.00   -3.00    7.55
   44.0000   15.0000  -40.00   -3.00    7.52
   44.0000   14.5000  -40.00    1.91    8.35
   44.0000   14.0000  -40.00   -3.00    7.46
   44.0000   13.5000  -40.00    0.32    8.09
   44.0000   13.0000  -40.00   -3.00    7.34
   44.0000   12.5000  -40.00    3.00    7.77
   44.0000   12.0000  -40.00   -3.00    7.28
   44.0000   11.5000  -40.00    3.00    8.59
   44.5000   15.0000  -40.00    2.92    8.52
   44.5000   14.5000  -40.00   -2.30    7.67
   44.5000   14.0000  -40.00    0.33    8.09
   44.5000   13.5000  -40.00   -3.00    7.36
   44.5000   13.0000  -40.00    1.14    8.22
   44.5000   12.5000  -40.00   -3.00    7.29
   44.5000   12.0000  -40.00    3.00    8.59
   44.5000   11.5000  -40.00   -3.00    7.56
   45.0000   15.0000  -40.00   -3.00    7.55
   45.0000   14.5000  -40.00    2.25    8.40
   45.0000   14.0000  -40.00   -3.00    7.41
   45.0000   13.5000  -40.00    1.45    8.27
   45.0000   13.0000  -40.00   -3.00    7.18
   45.0000   12.5000  -40.00    3.00    7.77
   45.0000   12.0000  -40.00   -3.00    7.52
   45.0000   11.5000  -40.00    2.44    8.44
   45.5000   15.0000  -40.00    2.19    8.40
   45.5000   14.5000  -40.00   -3.00    7.49
   45.5000   14.0000  -40.00    2.13    8.38
   45.5000   13.5000  -40.00   -3.00    7.48
   45.5000   13.0000  -40.00    0.77    7.98
   45.5000   12.5000  -40.00   -0.02    8.04
   45.5000   12.0000  -40.00    3.00    8.77
   45.5000   11.5000  -40.00   -3.00    7.53
   46.0000   13.5000  -40.00    3.00    8.56
   46.0000   13.0000  -40.00   -3.00    7.47
   46.0000   12.5000  -40.00    3.00    8.66
   46.0000   12.0000  -40.00   -3.00    7.54
   46.0000   11.5000  -40.00    2.96    8.52
   46.5000   12.5000  -40.00   -3.00    7.48
   46.5000   12.0000  -40.00    2.92    8.52
   38.5000   10.0000  -50.00   -2.67    7.62
   38.5000    9.5000  -50.00    3.00    8.55
   38.5000    9.0000  -50.00   -3.00    7.57
   38.5000    8.5000  -50.00    3.00    8.54
   38.5000    8.0000  -50.00   -2.77    7.60
   38.5000    7.5000  -50.00    3.00    8.53
   39.0000   16.0000  -50.00    2.45    8.44
   39.0000   15.5000  -50.00   -3.00    7.56
   39.0000   15.0000  -50.00    3.00    8.57
   39.0000   14.5000  -50.00   -2.52    7.64
   39.0000   14.0000  -50.00    3.00    8.57
   39.0000   13.5000  -50.00   -2.81    7.60
   39.0000   13.0000  -50.00    3.00    8.54
   39.0000   12.5000  -50.00   -3.00    7.56
   39.0000   12.0000  -50.00    2.85    8.51
   39.0000   11.5000  -50.00   -3.00    7.52
   39.0000   11.0000  -50.00    2.34    8.42
   39.0000   10.5000  -50.00   -3.00    7.45
   39.0000   10.0000  -50.00    1.67    8.31
   39.0000    9.5000  -50.00   -3.00    7.48
   39.0000    9.0000  -50.00    2.41    8.43
   39.0000    8.5000  -50.00   -3.00    7.50
   39.0000    8.0000  -50.00    2.77    8.49
   39.0000    7.5000  -50.00   -3.00    7.54
   39.5000   15.5000  -50.00    3.00    8.54
   39.5000   15.0000  -50.00   -1.98    7.72
   39.5000   14.5000  -50.00    2.09    8.38
   39.5000   14.0000  -50.00   -1.33    7.83
   39.5000   13.5000  -50.00    3.00    8.63
   39.5000   13.0000  -50.00   -2.32    7.67
   39.5000   12.5000  -50.00    1.50    8.28
   39.5000   12.0000  -50.00   -2.87    7.59
   39.5000   11.5000  -50.00    1.89    8.35
   39.5000   11.0000  -50.00   -3.00    7.45
   39.5000   10.5000  -50.00    2.68    8.48
   39.5000   10.0000  -50.00   -2.26    7.68
   39.5000    9.5000  -50.00    2.13    8.39
   39.5000    9.0000  -50.00   -3.00    7.50
   39.5000    8.5000  -50.00    2.26    8.41
   39.5000    8.0000  -50.00   -3.00    7.43
   40.0000   16.0000  -50.00    3.00    8.61
   40.0000   15.5000  -50.00   -2.20    7.69
   40.0000   15.0000  -50.00    3.00    8.61
   40.0000   14.5000  -50.00   -3.00    7.50
   40.0000   14.0000  -50.00    3.00    8.66
   40.0000   13.5000  -50.00   -0.94    8.12
   40.0000   13.0000  -50.00    3.00    9.00
   40.0000   12.5000  -50.00   -3.00    7.53
   40.0000   12.0000  -50.00    3.00    8.78
   40.0000   11.5000  -50.00   -2.77    7.60
   40.0000   11.0000  -50.00    3.00    8.59
   40.0000   10.5000  -50.00   -1.07    7.87
   40.0000   10.0000  -50.00    3.00    8.55
   40.0000    9.5000  -50.00   -2.75    7.60
   40.0000    9.0000  -50.00    3.00    8.57
   40.0000    8.5000  -50.00   -3.00    7.57
   40.5000   16.0000  -50.00   -3.00    7.55
   40.5000   15.5000  -50.00    3.00    8.61
   40.5000   15.0000  -50.00   -2.99    7.57
   40.5000   14.5000  -50.00    2.52    8.45
   40.5000   14.0000  -50.00   -0.04    8.03
   40.5000   13.5000  -50.00    3.00    8.69
   40.5000   13.0000  -50.00   -1.12    8.13
   40.5000   12.5000  -50.00    1.14    8.22
   40.5000   12.0000  -50.00   -0.72    7.92
   40.5000   11.5000  -50.00    3.00    8.59
   40.5000   11.0000  -50.00   -1.62    7.78
   40.5000   10.5000  -50.00    3.00    8.75
   40.5000   10.0000  -50.00   -1.63    7.78
   40.5000    9.5000  -50.00    3.00    8.59
   40.5000    9.0000  -50.00   -2.43    7.65
   41.0000   16.0000  -50.00    3.00    8.65
   41.0000   15.5000  -50.00   -0.77    7.92
   41.0000   15.0000  -50.00    2.82    8.50
   41.0000   14.5000  -50.00   -3.00    7.55
   41.0000   14.0000  -50.00    3.00    8.72
   41.0000   13.5000  -50.00   -3.00    7.55
   41.0000   13.0000  -50.00    1.02    8.21
   41.0000   12.5000  -50.00   -3.00    7.45
   41.0000   12.0000  -50.00    1.53    8.29
   41.0000   11.5000  -50.00   -1.25    7.84
   41.0000   11.0000  -50.00    3.00    8.89
   41.0000   10.5000  -50.00   -0.48    7.96
   41.0000   10.0000  -50.00    3.00    8.70
   41.0000    9.5000  -50.00   -2.17    7.69
   41.0000    9.0000  -50.00    3.00    8.65
   41.5000   16.0000  -50.00   -2.63    7.62
   41.5000   15.5000  -50.00    3.00    8.78
   41.5000   15.0000  -50.00   -2.76    7.60
   41.5000   14.5000  -50.00    3.00    8.54
   41.5000   14.0000  -50.00   -3.00    7.55
   41.5000   13.5000  -50.00    1.21    7.95
   41.5000   13.0000  -50.00   -3.00    7.27
   41.5000   12.5000  -50.00    0.66    8.15
   41.5000   12.0000  -50.00   -3.00    7.10
   41.5000   11.5000  -50.00    1.38    8.26
   41.5000   11.0000  -50.00   -0.14    8.05
   41.5000   10.5000  -50.00    3.00    8.59
   41.5000   10.0000  -50.00   -2.59    7.63
   41.5000    9.5000  -50.00    3.00    8.58
   42.0000   16.0000  -50.00    3.00    9.02
   42.0000   15.5000  -50.00   -0.83    7.91
   42.0000   15.0000  -50.00    0.50    8.00
   42.0000   14.5000  -50.00   -1.62    7.78
   42.0000   14.0000  -50.00    3.00    8.70
   42.0000   13.5000  -50.00   -2.63    7.62
   42.0000   13.0000  -50.00    2.65    8.47
   42.0000   12.5000  -50.00   -1.17    7.85
   42.0000   12.0000  -50.00    3.00    8.56
   42.0000   11.5000  -50.00   -3.00    7.54
   42.0000   11.0000  -50.00    3.00    8.79
   42.0000   10.5000  -50.00   -2.45    7.65
   42.0000   10.0000  -50.00    2.64    8.47
   42.0000    9.5000  -50.00   -3.00    7.55
   42.5000   16.0000  -50.00   -1.91    8.20
   42.5000   15.5000  -50.00    3.00    8.77
   42.5000   15.0000  -50.00   -1.83    7.75
   42.5000   14.5000  -50.00    3.00    9.05
   42.5000   14.0000  -50.00   -2.51    7.64
   42.5000   13.5000  -50.00    3.00    8.87
   42.5000   13.0000  -50.00   -0.77    7.92
   42.5000   12.5000  -50.00    0.14    8.03
   42.5000   12.0000  -50.00   -2.05    7.71
   42.5000   11.5000  -50.00    3.00    8.84
   42.5000   11.0000  -50.00   -1.48    7.80
   42.5000   10.5000  -50.00    3.00    8.58
   42.5000   10.0000  -50.00   -3.00    7.55
   42.5000    9.5000  -50.00    2.96    8.53
   43.0000   16.0000  -50.00    3.00    8.62
   43.0000   15.5000  -50.00   -1.79    7.76
   43.0000   15.0000  -50.00    3.00    8.59
   43.0000   14.5000  -50.00   -0.60    8.09
   43.0000   14.0000  -50.00    2.18    8.39
   43.0000   13.5000  -50.00   -3.00    7.41
   43.0000   13.0000  -50.00    1.12    7.95
   43.0000   12.5000  -50.00   -3.00    7.33
   43.0000   12.0000  -50.00    1.28    8.25
   43.0000   11.5000  -50.00   -3.00    7.53
   43.0000   11.0000  -50.00    3.00    8.58
   43.0000   10.5000  -50.00   -1.53    8.17
   43.0000   10.0000  -50.00    3.00    8.58
   43.5000   16.0000  -50.00   -3.00    7.46
   43.5000   15.5000  -50.00    3.00    8.56
   43.5000   15.0000  -50.00   -3.00    7.43
   43.5000   14.5000  -50.00    0.70    7.99
   43.5000   14.0000  -50.00   -3.00    7.54
   43.5000   13.5000  -50.00    1.27    8.25
   43.5000   13.0000  -50.00   -3.00    7.52
   43.5000   12.5000  -50.00    3.00    8.56
   43.5000   12.0000  -50.00   -3.00    7.19
   43.5000   11.5000  -50.00    2.84    8.50
   43.5000   11.0000  -50.00   -2.36    7.67
   43.5000   10.5000  -50.00    3.00    8.66
   43.5000   10.0000  -50.00   -3.00    7.54
   44.0000   15.0000  -50.00    0.30    8.09
   44.0000   14.5000  -50.00   -3.00    7.47
   44.0000   14.0000  -50.00    1.46    8.28
   44.0000   13.5000  -50.00   -3.00    7.52
   44.0000   13.0000  -50.00    3.00    8.60
   44.0000   12.5000  -50.00   -3.00    7.46
   44.0000   12.0000  -50.00    3.00    8.78
   44.0000   11.5000  -50.00   -0.82    7.91
   44.0000   11.0000  -50.00    2.59    8.46
   44.5000   15.0000  -50.00   -3.00    7.43
   44.5000   14.5000  -50.00    1.78    8.33
   44.5000   14.0000  -50.00   -3.00    7.42
   44.5000   13.5000  -50.00    0.37    8.10
   44.5000   13.0000  -50.00   -3.00    7.19
   44.5000   12.5000  -50.00    2.31    8.42
   44.5000   12.0000  -50.00   -2.48    7.65
   44.5000   11.5000  -50.00    3.00    8.54
   45.0000   15.0000  -50.00    2.03    8.37
   45.0000   14.5000  -50.00   -3.00    7.32
   45.0000   14.0000  -50.00    0.62    8.14
   45.0000   13.5000  -50.00   -2.79    7.60
   45.0000   13.0000  -50.00    0.87    8.18
   45.0000   12.5000  -50.00   -3.00    7.56
   45.0000   12.0000  -50.00    3.00    8.85
   45.0000   11.5000  -50.00   -3.00    7.49
   45.5000   15.0000  -50.00   -3.00    7.45
   45.5000   14.5000  -50.00    1.96    8.36
   45.5000   14.0000  -50.00   -3.00    7.52
