YYYY/MM/DD HR:MI:SS.00  Z(km)  EVENT-ID STN   ARRIV-ID  XD(km)   BAZI   RCAL  RISC
1976/08/06 20:32:24.80  10.00    709547 KSU   22747294  351.40  299.49 -1.73 -1.60     1
1976/08/06 20:32:24.80  10.00    709547 SGH   22747295  374.16  299.37 -1.38 -1.20     2
1976/08/06 20:32:24.80  10.00    709547 TDJ   22747296  381.65  292.05 -0.85 -0.70     3
1976/08/06 20:32:24.80  10.00    709547 ART   22747297  389.50  296.51 -1.23 -1.00     4
1976/08/06 20:32:24.80  10.00    709547 MKL   22747298  411.44  291.70  1.55  1.90     5
1976/08/06 20:32:24.80  10.00    709547 OBO   22747299  415.50  287.01 -2.17 -1.90     6
1976/08/06 20:32:24.80  10.00    709547 ATA   22747300  428.69  294.95  1.44  1.80     7
1976/11/07 05:53:06.48  10.00    705633 TDJ   22610995  485.05  340.36 -2.03 -1.20     8
1976/11/07 05:53:06.48  10.00    705633 DAF   22610996  493.75  345.46 -1.47 -0.50     9
1976/11/07 05:53:06.48  10.00    705633 KSU   22610997  499.64  346.70 -1.52 -0.60    10
1976/11/07 05:53:06.48  10.00    705633 MKL   22610998  503.72  337.65 -2.47 -1.60    11
1976/11/07 05:53:06.48  10.00    705633 ART   22610999  512.23  342.07 -1.69 -0.80    12
1976/11/07 05:53:06.48  10.00    705633 SGH   22611000  514.91  344.79 -1.71 -0.80    13
1976/11/16 12:53:32.87  10.00    706012 TDJ   22625896  469.35  347.33 -0.92 -0.10    14
1976/11/16 12:53:32.87  10.00    706012 MKL   22625898  485.18  344.28 -1.94 -1.00    15
1976/11/16 12:53:32.87  10.00    706012 ART   22625900  498.08  348.71 -0.66  0.30    16
1976/11/16 12:53:32.87  10.00    706012 SGH   22625901  503.50  351.44 -1.12 -0.20    17
1976/11/16 12:53:32.87  10.00    706012 ATA   22625902  514.51  344.49  1.63  2.60    18
1976/11/16 12:53:32.87  10.00    706012 AAE   22625903  839.81   24.62  1.33  2.10    19
1976/12/01 05:03:38.36  10.00    704194 OBO   22560308  468.53  338.24 -2.40 -1.60    20
1976/12/01 05:03:38.36  10.00    704194 TDJ   22560309  474.65  344.11 -2.38 -1.50    21
1976/12/01 05:03:38.36  10.00    704194 DAF   22560310  486.13  349.23 -1.07 -0.20    22
1976/12/01 05:03:38.36  10.00    704194 MKL   22560311  491.82  341.21 -1.77 -0.80    23
1976/12/01 05:03:38.36  10.00    704194 KSU   22560312  492.69  350.44 -1.62 -0.70    24
1976/12/01 05:03:38.36  10.00    704194 ART   22560313  502.71  345.66 -2.21 -1.30    25
1977/07/08 06:23:01.72  16.20    695671 AAE   22261559  228.74   24.36 -0.79 -0.90    26
1977/07/08 06:23:01.72  16.20    695671 SGH   22261560  333.24  259.47 -0.52 -0.40    27
1977/07/08 06:23:01.72  16.20    695671 ARO   22261561  358.07  258.57 -0.19  0.10    28
1977/07/08 06:23:01.72  16.20    695671 TDJ   22261563  369.40  254.12  0.14  0.40    29
1977/07/08 06:23:01.72  16.20    695671 ATA   22261564  395.34  260.76  0.13  0.50    30
1977/12/28 02:45:34.93   8.20    689591 OBO   22039297  598.24  327.18 -3.41 -2.70    31
1977/12/28 02:45:34.93   8.20    689591 MKL   22039299  616.44  329.90 -4.14 -3.40    32
1977/12/28 02:45:34.93   8.20    689591 AAE   22039301  850.36   11.57 -1.20 -0.40    33
1978/01/17 15:00:30.73  14.00    687923 OBO   21975016  593.81  326.26 -2.23 -1.40    34
1978/01/17 15:00:30.73  14.00    687923 KSU   21975017  594.90  336.39 -2.20 -1.30    35
1978/01/17 15:00:30.73  14.00    687923 MKL   21975018  611.56  329.03 -1.59 -0.80    36
1978/01/17 15:00:30.73  14.00    687923 ARO   21975019  614.05  332.68 -2.08 -1.20    37
1978/01/17 15:00:30.73  14.00    687923 AAE   21975021  840.54   11.31 -0.25  0.70    38
1978/12/21 04:03:54.86  14.60    672803 ARO   21372467   12.68   98.91 -0.69 -0.70    39
1978/12/21 04:03:54.86  14.60    672803 ATA   21372469   27.30  282.68  2.00  2.00    40
1978/12/21 04:03:54.86  14.60    672803 MKL   21372468   30.68  222.12  0.19 -0.70    41
1978/12/21 04:03:54.86  14.60    672803 TDJ   21372470   32.95  166.24 -2.57 -2.60    42
1978/12/21 04:03:54.86  14.60    672803 DAF   21372471   48.32  103.35 -2.87 -2.90    43
1978/12/21 04:03:54.86  14.60    672803 KSU   21372472   56.13   92.98 -2.57 -2.60    44
1978/12/21 04:03:54.86  14.60    672803 OBO   21372473   64.17  214.12 -1.40 -1.40    45
1978/12/21 04:03:54.86  14.60    672803 AAE   21372474  535.37   59.41 -2.36 -1.60    46
1979/07/10 23:11:05.73  10.00    661614 OBO   20959037  261.56   79.57 -0.45 -0.80    47
1979/07/10 23:11:05.73  10.00    661614 MKL   20959038  283.76   74.14 -1.28 -1.50    48
1979/07/10 23:11:05.73  10.00    661614 ATA   20959039  287.57   68.29 -2.27 -2.50    49
1979/07/10 23:11:05.73  10.00    661614 ARO   20959040  321.57   72.25 -1.60 -1.60    50
1979/07/10 23:11:05.73  10.00    661614 SGH   20959041  346.92   71.93 -1.73 -1.70    51
1979/07/10 23:11:05.73  10.00    661614 DAF   20959042  351.96   75.44 -0.82 -0.80    52
1979/07/10 23:11:05.73  10.00    661614 KSU   20959043  362.88   74.56 -0.73 -0.60    53
1979/08/13 16:17:52.06  10.00    660302 OBO   20909182  383.88  336.88 -1.40 -1.00    54
1979/08/13 16:17:52.06  10.00    660302 DAF   20909183  401.17  350.26  0.27  0.80    55
1979/08/13 16:17:52.06  10.00    660302 KSU   20909184  407.93  351.71  0.49  1.10    56
1979/09/10 20:57:27.21  13.00    658593 OBO   20855169  299.74   92.84 -1.24 -1.30    57
1979/09/10 20:57:27.21  13.00    658593 ATA   20855170  312.51   81.87 -1.48 -1.50    58
1979/09/10 20:57:27.21  13.00    658593 ARO   20855171  350.28   84.14 -1.57 -1.40    59
1979/10/16 15:57:51.76   3.10    657367 OBO   20810880   43.57  131.37 -2.49 -2.50    60
1979/10/16 15:57:51.76   3.10    657367 MKL   20810881   48.20   88.17  0.11 -1.90    61
1979/10/16 15:57:51.76   3.10    657367 ARO   20810883   84.32   74.69 -1.21 -1.20    62
1979/10/16 15:57:51.76   3.10    657367 SGH   20810884  109.58   73.01 -1.16 -1.20    63
1979/10/16 15:57:51.76   3.10    657367 DAF   20810885  116.52   83.60 -1.96 -2.00    64
1979/10/16 15:57:51.76   3.10    657367 KSU   20810886  126.65   80.36 -2.36 -2.30    65
1979/10/16 20:35:00.39  14.00    657396 OBO   20811776   30.55  149.01 -2.68 -2.70    66
1979/10/16 20:35:00.39  14.00    657396 ATA   20811777   41.45   37.42  0.57 -0.30    67
1979/10/16 20:35:00.39  14.00    657396 SGH   20811779   94.39   68.46 -0.64 -0.80    68
1979/10/16 20:54:49.23   7.50    657398 MKL   20811907   60.13   84.07 -2.67 -2.70    69
1979/10/16 20:54:49.23   7.50    657398 ATA   20811908   64.19   56.98 -1.07 -1.10    70
1979/10/16 20:54:49.23   7.50    657398 ARO   20811909   96.79   73.85 -1.86 -1.90    71
1979/10/16 20:54:49.23   7.50    657398 DAF   20811911  128.64   82.12 -1.94 -2.60    72
1979/10/16 21:14:51.23  14.00    657399 OBO   20812201   52.21  134.04 -3.14 -3.10    73
1979/10/16 21:14:51.23  14.00    657399 ATA   20812202   52.26   64.13  1.66 -1.40    74
1979/10/16 21:14:51.23  14.00    657399 ARO   20812203   87.42   80.28  0.11 -0.20    75
1979/10/16 21:14:51.23  14.00    657399 SGH   20812204  112.35   77.40 -1.13 -1.40    76
1980/01/14 04:10:55.08   1.30    652693 HLD   20653713  593.65  337.11 -2.24 -1.70    77
1980/01/14 04:10:55.08   1.30    652693 TDD   20653714  594.67  331.64 -1.99 -1.40    78
1980/01/14 04:10:55.08   1.30    652693 DAF   20653715  596.61  336.12 -2.25 -1.70    79
1980/01/14 04:10:55.08   1.30    652693 OBO   20653716  598.04  327.18 -2.09 -1.60    80
1980/01/14 04:10:55.08   1.30    652693 KSU   20653717  600.71  337.23 -2.26 -1.70    81
1980/01/14 04:10:55.08   1.30    652693 SGH   20653718  618.42  335.88 -2.07 -1.50    82
1980/01/14 04:10:55.08   1.30    652693 ARO   20653719  619.30  333.52 -1.98 -1.40    83
1980/01/14 04:10:55.08   1.30    652693 ATA   20653720  644.31  330.69 -1.66 -1.20    84
1980/01/14 04:10:55.08   1.30    652693 AAE   20653721  850.19   11.58  0.02  0.70    85
1980/01/14 12:28:24.74   5.80    652707 HLD   20654738  583.42  337.24 -1.02 -0.30    86
1980/01/14 12:28:24.74   5.80    652707 DAF   20654740  586.36  336.24 -1.13 -0.40    87
1980/01/14 12:28:24.74   5.80    652707 OBO   20654741  587.75  327.14 -1.47 -0.80    88
1980/01/14 12:28:24.74   5.80    652707 KSU   20654742  590.49  337.36 -1.04 -0.40    89
1980/01/14 12:28:24.74   5.80    652707 SGH   20654743  608.17  335.98 -1.14 -0.50    90
1980/01/14 12:28:24.74   5.80    652707 ARO   20654744  609.01  333.59 -0.85 -0.20    91
1980/01/14 12:28:24.74   5.80    652707 ATA   20654745  634.01  330.71 -1.33 -0.70    92
1980/01/14 12:28:24.74   5.80    652707 AAE   20654746  842.48   12.05  0.24  1.00    93
1980/04/29 21:05:24.19  10.00    648584 ATA   20513085  131.98  191.18  0.12 -0.50    94
1980/04/29 21:05:24.19  10.00    648584 SGH   20513084  132.89  163.83  1.23  0.50    95
1980/04/29 21:05:24.19  10.00    648584 ARO   20513086  138.10  174.36  0.86 -0.20    96
1980/04/29 21:05:24.19  10.00    648584 KSU   20513087  149.70  157.58  1.52 -0.10    97
1980/04/29 21:05:24.19  10.00    648584 DAF   20513088  154.30  161.86  1.44 -0.30    98
1980/04/29 21:05:24.19  10.00    648584 HLD   20513089  156.76  158.05  1.57 -0.40    99
1980/04/29 21:05:24.19  10.00    648584 TDD   20513090  168.53  177.66  0.85  0.30   100
1980/04/29 21:05:24.19  10.00    648584 OBO   20513091  191.81  190.50 -0.32 -0.70   101
1980/05/03 07:46:33.41  10.00    644990 ATA   20410133  153.04  176.64 -0.69 -1.30   102
1980/05/03 07:46:33.41  10.00    644990 ARO   20410135  167.82  163.33 -0.95 -1.50   103
1980/05/03 07:46:33.41  10.00    644990 KSU   20410137  185.94  150.46 -1.23 -1.70   104
1980/05/03 07:46:33.41  10.00    644990 DAF   20410138  189.01  154.08 -1.11 -1.60   105
1980/05/03 07:46:33.41  10.00    644990 HLD   20410139  192.79  151.10 -1.25 -1.70   106
1980/05/03 07:46:33.41  10.00    644990 OBO   20410141  211.88  180.12 -0.80 -1.10   107
1980/05/03 07:46:33.41  10.00    644990 AAE   20410142  509.42   77.13 -2.19 -1.60   108
1980/07/11 23:31:47.67  10.00    641684 ATA   20292551  155.17  183.36 -0.13 -1.30   109
1980/07/11 23:31:47.67  10.00    641684 SGH   20292553  162.18  160.73 -0.39 -1.80   110
1980/07/11 23:31:47.67  10.00    641684 KSU   20292556  179.63  155.81 -0.28 -2.10   111
1980/07/11 23:31:47.67  10.00    641684 MKL   20292559  183.69  180.95 -0.16 -2.10   112
1980/07/11 23:31:47.67  10.00    641684 HLD   20292558  186.65  156.27 -0.23 -2.20   113
1980/07/11 23:31:47.67  10.00    641684 TDD   20292560  195.24  173.12 -0.25 -0.70   114
1980/07/11 23:31:47.67  10.00    641684 AAE   20292562  491.26   76.87 -0.69 -0.10   115
1980/08/31 22:05:35.30   8.90    640846 OBO   20262261  294.09   90.34 -1.37 -1.60   116
1980/08/31 22:05:35.30   8.90    640846 ATA   20262262  309.43   79.33 -1.54 -1.70   117
1980/08/31 22:05:35.30   8.90    640846 TDD   20262263  336.63   86.93 -1.12 -1.20   118
1980/08/31 22:05:35.30   8.90    640846 ARO   20262264  346.62   81.89 -2.16 -2.20   119
1980/08/31 22:05:35.30   8.90    640846 SGH   20262265  371.34   80.94 -1.11 -1.00   120
1980/08/31 22:05:35.30   8.90    640846 DAF   20262266  379.58   84.05 -0.71 -0.60   121
1980/08/31 22:05:35.30   8.90    640846 KSU   20262267  389.57   83.00 -0.40 -0.30   122
1980/09/02 13:38:01.82  13.00    638157 OBO   20177559  298.81   90.01 -1.63 -1.70   123
1980/09/02 13:38:01.82  13.00    638157 MKL   20177561  316.00   84.53 -1.53 -1.50   124
1980/09/02 13:38:01.82  13.00    638157 ARO   20177563  351.55   81.73 -1.24 -1.10   125
1980/09/02 13:38:01.82  13.00    638157 SGH   20177564  376.28   80.81 -1.40 -1.20   126
1980/09/02 13:38:01.82  13.00    638157 DAF   20177565  384.47   83.88 -1.09 -0.80   127
1980/09/02 13:38:01.82  13.00    638157 KSU   20177566  394.48   82.85 -1.08 -0.80   128
1980/09/02 13:38:01.82  13.00    638157 HLD   20177567  395.09   83.88 -1.01 -0.70   129
1982/12/08 06:19:40.23  12.80    586519 OBO   18349861  312.00   90.53 -3.35 -3.40   130
1982/12/08 06:19:40.23  12.80    586519 SGH   18349866  388.88   81.53 -3.74 -3.50   131
1982/12/08 06:19:40.23  12.80    586519 DAF   18349867  397.30   84.49 -3.46 -3.20   132
1982/12/08 06:19:40.23  12.80    586519 KSU   18349868  407.24   83.48 -3.34 -3.00   133
1982/12/08 06:19:40.23  12.80    586519 AAE   18349869  872.14   68.66 -0.76 -0.40   134
1982/12/12 08:51:05.75  22.60    586723 OBO   18356488  280.21   89.35 -1.67 -1.50   135
1982/12/12 08:51:05.75  22.60    586723 ATA   18356489  296.76   77.90 -2.09 -1.80   136
1982/12/12 08:51:05.75  22.60    586723 MKL   18356490  297.80   83.56 -2.01 -1.70   137
1982/12/12 08:51:05.75  22.60    586723 TDD   18356491  323.07   85.93 -1.55 -1.20   138
1982/12/12 08:51:05.75  22.60    586723 ARO   18356492  333.62   80.71 -2.27 -1.80   139
1982/12/12 08:51:05.75  22.60    586723 SGH   18356493  358.44   79.81 -1.13 -0.60   140
1982/12/12 08:51:05.75  22.60    586723 DAF   18356494  366.32   83.06 -1.19 -0.60   141
1982/12/12 08:51:05.75  22.60    586723 KSU   18356495  376.43   81.99 -1.29 -0.70   142
1982/12/13 09:12:51.39  10.10    586778 OBO   18357945  317.47   20.05 -1.84 -1.70   143
1982/12/13 09:12:51.39  10.10    586778 MKL   18357946  351.29   20.74 -2.06 -1.80   144
1982/12/13 09:12:51.39  10.10    586778 TDD   18357947  352.14   25.36 -1.78 -1.50   145
1982/12/13 09:12:51.39  10.10    586778 ATA   18357948  376.44   18.35 -1.97 -1.60   146
1982/12/13 09:12:51.39  10.10    586778 DAF   18357951  390.29   29.49 -2.16 -1.70   147
1982/12/13 09:12:51.39  10.10    586778 HLD   18357952  396.60   30.73 -1.83 -1.40   148
1982/12/13 09:12:51.39  10.10    586778 KSU   18357953  401.91   30.04 -2.26 -1.80   149
1982/12/13 09:12:51.39  10.10    586778 SGH   18357954  401.94   26.79 -2.00 -1.50   150
1982/12/15 21:26:59.76  12.00    586911 TDD   18362156  333.69   30.54  0.88  1.10   151
1982/12/15 21:26:59.76  12.00    586911 ARO   18362158  363.93   29.00  0.45  0.80   152
1982/12/15 21:26:59.76  12.00    586911 DAF   18362159  374.01   34.32  0.61  1.00   153
1982/12/15 21:26:59.76  12.00    586911 SGH   18362160  384.11   31.37  0.48  0.90   154
1982/12/21 10:05:04.27  12.00    587185 OBO   18376112  307.70   23.97  0.29  0.40   155
1982/12/21 10:05:04.27  12.00    587185 TDD   18376113  344.32   29.01  0.31  0.60   156
1982/12/21 10:05:04.27  12.00    587185 ARO   18376114  374.79   27.63 -0.55 -0.10   157
1982/12/21 10:05:04.27  12.00    587185 DAF   18376116  384.02   32.84 -0.28  0.20   158
1982/12/21 10:05:04.27  12.00    587185 SGH   18376117  394.59   30.01 -0.18  0.30   159
1982/12/29 23:53:17.87   9.40    588110 OBO   18403777  293.08   24.59  1.43  1.40   160
1982/12/29 23:53:17.87   9.40    588110 ATA   18403779  351.17   22.01  1.81  2.10   161
1982/12/29 23:53:17.87   9.40    588110 DAF   18403782  370.09   33.68  0.87  1.20   162
1982/12/29 23:53:17.87   9.40    588110 SGH   18403783  380.40   30.71  0.61  1.00   163
1982/12/29 23:53:17.87   9.40    588110 KSU   18403784  381.95   34.13  0.85  1.20   164
1983/01/08 23:51:56.62  12.00    584320 OBO   18273009  303.67   21.78 -0.44 -0.30   165
1983/01/08 23:51:56.62  12.00    584320 TDD   18273010  339.27   27.12 -0.50 -0.20   166
1983/01/08 23:51:56.62  12.00    584320 ARO   18273012  369.99   25.88 -0.78 -0.40   167
1983/01/08 23:51:56.62  12.00    584320 DAF   18273014  378.21   31.20 -0.68 -0.30   168
1983/01/08 23:51:56.62  12.00    584320 SGH   18273015  389.32   28.37 -0.75 -0.30   169
1983/01/08 23:51:56.62  12.00    584320 KSU   18273016  389.94   31.72 -0.69 -0.20   170
1983/08/31 17:30:45.73  14.00    571218 HLD   17806673  226.08  297.20 -0.64 -0.90   171
1983/08/31 17:30:45.73  14.00    571218 KSU   17806674  230.74  298.57 -1.06 -1.30   172
1983/08/31 17:30:45.73  14.00    571218 DAF   17806675  234.93  295.74 -1.31 -1.60   173
1983/08/31 17:30:45.73  14.00    571218 DAY   17806676  239.29  291.02 -1.01 -1.20   174
1983/08/31 17:30:45.73  14.00    571218 GBR   17806678  255.46  306.73 -0.37 -0.50   175
1983/08/31 17:30:45.73  14.00    571218 TDD   17806679  264.93  287.55 -1.21 -1.40   176
1983/08/31 17:30:45.73  14.00    571218 ARO   17806680  270.02  294.25 -0.76 -0.90   177
1983/08/31 17:30:45.73  14.00    571218 MKL   17806681  293.21  287.84  0.46  0.40   178
1983/08/31 17:30:45.73  14.00    571218 OBO   17806682  300.18  281.40 -1.18 -1.20   179
1983/08/31 17:30:45.73  14.00    571218 ATA   17806683  309.05  292.55  0.46  0.50   180
1983/09/28 21:02:35.87  10.00    569183 ATA   17726675   18.69  296.71 -1.63 -1.60   181
1983/09/28 21:02:35.87  10.00    569183 ARO   17726676   22.47   88.89 -1.76 -1.80   182
1983/09/28 21:02:35.87  10.00    569183 TDD   17726677   34.36  152.65 -1.83 -1.90   183
1983/09/28 21:02:35.87  10.00    569183 SGH   17726679   47.04   77.44 -2.28 -2.30   184
1983/09/28 21:02:35.87  10.00    569183 OBO   17726678   57.03  207.21 -2.34 -2.30   185
1983/09/28 21:02:35.87  10.00    569183 KSU   17726680   65.99   90.47 -2.67 -2.70   186
1983/09/28 21:02:35.87  10.00    569183 AAE   17726681  545.15   59.74 -0.89 -0.30   187
1984/09/23 21:23:42.79  12.00    545031 OBO   16860422  322.15   21.01 -1.57 -1.40   188
1984/09/23 21:23:42.79  12.00    545031 MKL   16860423  356.03   21.60 -0.29  0.10   189
1984/09/23 21:23:42.79  12.00    545031 DAY   16860424  375.88   29.80 -1.33 -0.90   190
1984/09/23 21:23:42.79  12.00    545031 ARO   16860425  388.12   25.05 -1.87 -1.40   191
1984/09/23 21:23:42.79  12.00    545031 DAF   16860426  395.76   30.15 -1.69 -1.20   192
1984/09/23 21:23:42.79  12.00    545031 SGH   16860427  407.20   27.47 -1.80 -1.20   193
1984/09/23 21:23:42.79  12.00    545031 KSU   16860428  407.42   30.68 -1.79 -1.20   194
1985/06/04 03:52:24.62  10.00    521852 ARO   16074894   64.42   83.87 -1.37 -1.40   195
1985/06/04 03:52:24.62  10.00    521852 SGH   16074895   89.09   79.23 -2.28 -2.30   196
1985/06/04 03:52:24.62  10.00    521852 DAF   16074896   98.55   91.38 -3.19 -3.20   197
1985/06/04 03:52:24.62  10.00    521852 KSU   16074897  107.74   86.89 -2.27 -2.30   198
1987/01/22 04:21:06.94  12.00    477093 HLD   14566558  137.31  298.09 -0.22 -0.90   199
1987/01/22 04:21:06.94  12.00    477093 KSU   14566559  142.08  300.28 -0.08 -0.70   200
1987/01/22 04:21:06.94  12.00    477093 DAF   14566560  146.14  295.69  0.11 -0.50   201
1987/01/22 04:21:06.94  12.00    477093 SGH   14566561  164.84  299.95  0.18 -0.40   202
1987/01/22 04:21:06.94  12.00    477093 GBR   14566563  168.99  312.45  0.86 -0.80   203
1987/01/22 04:21:06.94  12.00    477093 TDD   14566564  177.60  283.47 -0.38 -0.90   204
1987/01/22 04:21:06.94  12.00    477093 ARO   14566565  181.29  293.52  0.18 -0.30   205
1987/01/22 04:21:06.94  12.00    477093 MKL   14566566  205.72  284.46  0.04 -0.40   206
1987/01/22 04:21:06.94  12.00    477093 OBO   14566567  215.46  275.56 -1.01 -1.40   207
1987/01/22 04:21:06.94  12.00    477093 ATA   14566569  220.49  291.29  0.15 -0.20   208
1987/04/13 05:25:34.59   4.00    469107 OBO   14292135  137.87   77.96 -0.58 -1.20   209
1987/04/13 05:25:34.59   4.00    469107 MKL   14292136  161.59   68.57 -0.84 -1.70   210
1987/04/13 05:25:34.59   4.00    469107 ATA   14292137  169.12   58.71 -2.21 -3.00   211
1987/04/13 05:25:34.59   4.00    469107 TDD   14292138  183.39   74.59 -0.56 -1.30   212
1987/04/13 05:25:34.59   4.00    469107 ARO   14292139  200.17   66.55 -0.90 -1.60   213
1987/04/13 05:25:34.59   4.00    469107 SGH   14292141  225.58   66.67 -0.79 -1.40   214
1987/04/13 05:25:34.59   4.00    469107 DAF   14292143  229.11   72.14  0.11 -0.50   215
1987/04/13 05:25:34.59   4.00    469107 HLD   14292144  239.54   72.65  0.20 -0.40   216
1987/04/13 05:25:34.59   4.00    469107 KSU   14292145  240.33   70.95 -0.30 -0.90   217
1987/04/13 05:25:34.59   4.00    469107 GBR   14292146  256.00   61.82 -1.13 -1.60   218
1988/03/23 23:55:10.73  10.00    443877 ASME  13451855  239.58  138.96 -2.42 -2.70   219
1988/03/23 23:55:10.73  10.00    443877 ASME  13451856  239.58  138.96  1.87 -1.40   220
1988/03/23 23:55:10.73  10.00    443877 ALME  13451858  510.47  339.30 -1.10 -0.20   221
1988/03/23 23:55:10.73  10.00    443877 AAE   13451860  552.05   18.96 -2.69 -1.80   222
1988/12/10 17:33:21.35   4.60    417693 ASME  12662208  248.92   65.60 -2.43 -2.90   223
1988/12/10 17:33:21.35   4.60    417693 OBO   12662211  536.02  332.84 -3.59 -2.90   224
1988/12/10 17:33:21.35   4.60    417693 TDD   12662212  537.30  337.80 -2.75 -2.00   225
1988/12/10 17:33:21.35   4.60    417693 HLD   12662213  542.45  343.79 -2.06 -1.30   226
1988/12/10 17:33:21.35   4.60    417693 KSU   12662214  549.61  343.84 -2.38 -1.60   227
1988/12/10 17:33:21.35   4.60    417693 ARO   12662215  563.86  339.60 -1.66 -0.90   228
1988/12/10 17:33:21.35   4.60    417693 SGH   12662216  565.64  342.18 -2.38 -1.70   229
1988/12/10 17:33:21.35   4.60    417693 ATA   12662217  585.68  336.26 -2.14 -1.50   230
1988/12/10 17:33:21.35   4.60    417693 GBR   12662218  591.00  344.79  0.24  0.90   231
1988/12/10 17:33:21.35   4.60    417693 ALME  12662219  769.87  351.82 -2.00 -1.30   232
1988/12/10 17:33:21.35   4.60    417693 AAE   12662220  843.80   17.30  0.65  1.30   233
1989/04/12 05:05:15.09  10.00    407103 ASME  12331619  247.90  152.50 -1.45 -1.70   234
1989/04/12 05:05:15.09  10.00    407103 DAF   12331621  337.87  305.28 -1.28 -1.20   235
1989/04/12 05:05:15.09  10.00    407103 SGH   12331622  358.06  306.71 -0.91 -0.80   236
1989/04/12 05:05:15.09  10.00    407103 TDD   12331623  360.86  298.63 -3.00 -2.90   237
1989/04/12 05:05:15.09  10.00    407103 ALME  12331626  491.90  332.88 -1.76 -0.90   238
1989/04/13 07:55:10.92  10.00    407207 ASME  12335440  245.10  152.24 -1.52 -1.80   239
1989/04/13 07:55:10.92  10.00    407207 DAF   12335441  339.86  305.66 -2.17 -2.10   240
1989/04/13 07:55:10.92  10.00    407207 SGH   12335442  360.11  307.06 -1.50 -1.30   241
1989/04/13 07:55:10.92  10.00    407207 TDD   12335443  362.57  299.02 -1.95 -1.80   242
1989/04/13 07:55:10.92  10.00    407207 GBR   12335444  366.76  312.74 -1.88 -1.70   243
1989/04/13 07:55:10.92  10.00    407207 ARO   12335445  373.32  303.67 -1.79 -1.60   244
1989/04/13 07:55:10.92  10.00    407207 OBO   12335447  390.81  293.40 -1.54 -1.30   245
1989/04/13 07:55:10.92  10.00    407207 ALME  12335449  494.71  333.00 -1.85 -1.00   246
1989/04/13 07:55:10.92  10.00    407207 AAE   12335451  504.35   15.54 -2.08 -1.10   247
1989/04/13 12:17:28.64   2.50    407232 DAF   12336003  330.68  300.43 -0.75 -1.00   248
1989/04/13 12:17:28.64   2.50    407232 SGH   12336004  350.09  302.16 -0.31 -0.40   249
1989/04/13 12:17:28.64   2.50    407232 GBR   12336005  353.73  308.10  0.63  0.50   250
1989/04/13 12:17:28.64   2.50    407232 ARO   12336007  365.09  298.87 -0.73 -0.80   251
1989/04/13 12:17:28.64   2.50    407232 MKL   12336009  385.19  293.74 -0.51 -0.50   252
1989/04/13 12:17:28.64   2.50    407232 OBO   12336010  388.17  288.71 -1.10 -1.10   253
1989/04/13 12:17:28.64   2.50    407232 ATA   12336011  403.28  297.11 -0.63 -0.60   254
1989/04/13 12:17:28.64   2.50    407232 AAE   12336013  472.49   15.46  2.06  2.70   255
1989/04/13 12:35:03.18  10.00    407234 TDD   12336287  359.15  297.08  0.23  0.40   256
1989/04/13 12:35:03.18  10.00    407234 ARO   12336288  368.91  301.82 -0.39 -0.20   257
1989/04/13 12:35:03.18  10.00    407234 MKL   12336290  387.29  296.59  0.95  1.20   258
1989/04/13 12:35:03.18  10.00    407234 AAE   12336293  491.66   15.61 -0.75  0.20   259
1989/04/13 13:00:47.46  10.00    407236 ASME  12336357  251.57  153.67 -1.89 -2.10   260
1989/04/13 13:00:47.46  10.00    407236 DAF   12336358  337.07  304.22 -2.35 -2.30   261
1989/04/13 13:00:47.46  10.00    407236 SGH   12336359  357.10  305.71 -0.86 -0.70   262
1989/04/13 13:00:47.46  10.00    407236 TDD   12336360  360.79  297.63 -1.46 -1.30   263
1989/04/13 13:00:47.46  10.00    407236 GBR   12336361  362.93  311.46 -0.59 -0.40   264
1989/04/13 13:00:47.46  10.00    407236 ARO   12336362  370.82  302.33 -1.21 -1.00   265
1989/04/13 13:00:47.46  10.00    407236 MKL   12336364  388.89  297.10  1.26  1.50   266
1989/04/13 13:00:47.46  10.00    407236 OBO   12336365  389.88  292.09 -1.37 -1.10   267
1989/04/13 13:00:47.46  10.00    407236 ATA   12336366  408.27  300.28  1.19  1.50   268
1989/04/13 13:00:47.46  10.00    407236 ALME  12336367  488.28  332.27  0.93  1.80   269
1989/04/16 06:20:54.90  10.00    407473 OBO   12344202  208.80  354.66  0.60  0.30   270
1989/04/16 06:20:54.90  10.00    407473 TDD   12344203  229.19    5.62  0.69  0.50   271
1989/04/16 06:20:54.90  10.00    407473 MKL   12344204  238.29  359.04  0.54  0.30   272
1989/04/16 06:20:54.90  10.00    407473 DAF   12344207  257.79   14.28  0.82  0.70   273
1989/04/16 06:20:54.90  10.00    407473 ARO   12344205  260.67    6.41  0.71  0.60   274
1989/04/16 06:20:54.90  10.00    407473 SGH   12344208  273.92   11.07  0.52  0.50   275
1989/04/16 06:20:54.90  10.00    407473 JIZN  12344209  346.53  174.93  0.62  0.90   276
1989/05/11 20:53:53.77  13.00    404421 ALME  12240963  227.97  258.12 -1.09 -1.40   277
1989/05/11 20:53:53.77  13.00    404421 GBR   12240964  358.98  228.31 -1.83 -1.50   278
1989/05/11 20:53:53.77  13.00    404421 SGH   12240965  393.80  226.60 -1.39 -0.90   279
1989/05/11 20:53:53.77  13.00    404421 ARO   12240966  417.75  227.80 -0.31  0.20   280
