YYYY/MM/DD HR:MI:SS.00  Z(km)  EVENT-ID STN   ARRIV-ID  XD(km)   BAZI   RCAL  RISC
2005/09/22 03:12:34.40  11.70   8313656 UDYN  05011887  408.37  247.77  0.69  1.00  1799
2005/09/22 03:12:34.40  11.70   8313656 FURI  09469212  455.78   25.51  0.17  0.90  1800
2005/09/22 03:12:34.40  11.70   8313656 DHBB  05011880  477.50  242.25 -0.09  0.50  1801
2005/09/22 03:12:34.40  11.70   8313656 HAJJ  05011882  482.57  224.09 -0.32  0.50  1802
2005/09/22 03:12:34.40  11.70   8313656 ADEN  05011876  490.60  267.24 -0.05  0.60  1803
2005/09/22 03:12:34.40  11.70   8313656 LBOS  05011884  536.82  254.21 -2.38 -1.80  1804
2005/09/22 03:12:34.40  11.70   8313656 BDHA  05011878  572.95  253.96 -2.33 -1.80  1805
2005/09/22 04:15:39.44  14.00   8313660 UDYN  05011910  404.13  247.43 -0.32  0.10  1806
2005/09/22 04:15:39.44  14.00   8313660 HAJJ  05011906  479.70  223.62 -1.84 -1.00  1807
2005/09/22 04:15:39.44  14.00   8313660 ADEN  05011901  485.77  267.13 -0.79 -0.10  1808
2005/09/22 04:15:39.44  14.00   8313660 LBOS  05011908  532.32  254.01 -3.32 -2.70  1809
2005/09/22 04:15:39.44  14.00   8313660 BDHA  05011904  568.47  253.77 -3.28 -2.70  1810
2005/09/22 04:28:19.83  14.00   7701571 ALME  09469214  400.35  334.77 -3.02 -2.40  1811
2005/09/22 04:28:19.83  14.00   7701571 UDYN  05011915  402.55  248.97 -0.93 -0.50  1812
2005/09/22 04:28:19.83  14.00   7701571 FURI  09469215  465.80   25.24 -2.67 -1.80  1813
2005/09/22 05:21:48.43  10.00   8313661 HAJJ  05011932  527.31  221.82  0.18  0.90  1814
2005/09/22 05:21:48.43  10.00   8313661 LBOS  05011934  566.23  250.13  0.30  0.80  1815
2005/09/22 05:21:48.43  10.00   8313661 BDHA  05011929  602.45  250.14  0.48  0.90  1816
2005/09/22 06:08:35.83  14.00   7701578 ALME  09469219  374.81  331.32  1.74  2.20  1817
2005/09/22 06:08:35.83  14.00   7701578 UDYN  05011949  423.92  245.20 -1.24 -0.80  1818
2005/09/22 06:08:35.83  14.00   7701578 ADEN  05011944  499.07  264.59 -0.06  0.60  1819
2005/09/22 06:08:35.83  14.00   7701578 HAJJ  05011947  504.17  222.79 -2.85 -2.00  1820
2005/09/22 07:08:56.40   1.80   8616519 HAJJ  05011965  471.12  223.46  2.18  2.60  1821
2005/09/22 07:08:56.40   1.80   8616519 LBOS  05011967  524.20  254.36 -0.85 -0.50  1822
2005/09/22 07:08:56.40   1.80   8616519 BDHA  05011962  560.34  254.10 -0.56 -0.30  1823
2005/09/22 07:13:02.60  12.70   8616520 DHBB  05011974  469.78  242.18  1.68  2.30  1824
2005/09/22 07:13:02.60  12.70   8616520 HAJJ  05011976  475.46  223.73  1.65  2.40  1825
2005/09/22 07:13:02.60  12.70   8616520 ADEN  05011972  483.31  267.56  1.49  2.10  1826
2005/09/22 07:13:02.60  12.70   8616520 LBOS  05011978  529.12  254.33  1.45  2.10  1827
2005/09/22 10:14:24.60  14.00   8313668 ABSE  09469230  284.51  152.18 -2.84 -2.80  1828
2005/09/22 10:14:24.60  14.00   8313668 ALME  09469231  390.13  335.44 -2.02 -1.50  1829
2005/09/22 10:14:24.60  14.00   8313668 UDYN  05012038  397.49  247.56 -0.93 -0.60  1830
2005/09/22 10:14:24.60  14.00   8313668 FURI  09469232  462.82   26.59 -0.97 -0.10  1831
2005/09/22 10:14:24.60  14.00   8313668 HAJJ  05012034  473.29  223.40 -2.21 -1.40  1832
2005/09/22 10:14:24.60  14.00   8313668 ADEN  05012030  479.80  267.51 -1.17 -0.50  1833
2005/09/22 10:14:24.60  14.00   8313668 LBOS  05012036  525.82  254.19 -3.24 -2.60  1834
2005/09/22 10:14:24.60  14.00   8313668 BDHA  05012032  561.96  253.94 -2.61 -2.00  1835
2005/09/22 11:52:21.70  12.90   8616526 HAJJ  05012053  484.90  223.61  1.23  2.10  1836
2005/09/22 11:52:21.70  12.90   8616526 ADEN  05012049  489.54  266.71  1.38  2.00  1837
2005/09/22 11:52:21.70  12.90   8616526 LBOS  05012055  536.80  253.72  1.78  2.40  1838
2005/09/22 11:52:21.70  12.90   8616526 BDHA  05012051  572.96  253.50  1.11  1.70  1839
2005/09/22 12:10:42.67  10.00   8313673 UDYN  17948725  426.18  241.72  1.81  2.20  1840
2005/09/22 12:10:42.67  10.00   8313673 HAJJ  05012067  515.99  220.20  0.77  1.50  1841
2005/09/22 12:10:42.67  10.00   8313673 LBOS  05012069  549.06  249.37  1.72  2.30  1842
2005/09/22 13:58:43.44  14.00   7701599 UDYN  05012093  409.93  244.01 -0.90 -0.50  1843
2005/09/22 13:58:43.44  14.00   7701599 ADEN  05012084  482.89  264.20 -0.39  0.30  1844
2005/09/22 13:58:43.44  14.00   7701599 HAJJ  05012087  494.66  221.27 -2.76 -1.80  1845
2005/09/22 13:58:43.44  14.00   7701599 LBOS  05012090  535.12  251.35 -3.34 -2.70  1846
2005/09/22 13:58:43.44  14.00   7701599 BDHA  05012085  571.33  251.28 -3.02 -2.40  1847
2005/09/22 14:48:15.55  14.00   8313680 UDYN  05012103  388.26  248.12 -0.83 -0.50  1848
2005/09/22 14:48:15.55  14.00   8313680 HAJJ  05012099  463.33  223.36 -2.27 -1.50  1849
2005/09/22 14:48:15.55  14.00   8313680 LBOS  05012101  517.08  254.73 -4.10 -3.40  1850
2005/09/22 14:48:15.55  14.00   8313680 BDHA  05012097  553.20  254.44 -3.70 -3.10  1851
2005/09/22 15:59:28.30  10.10   8616530 ATD   17949384  280.13  295.16  1.86  1.70  1852
2005/09/22 15:59:28.30  10.10   8616530 UDYN  05012130  402.34  247.60  2.23  2.50  1853
2005/09/22 15:59:28.30  10.10   8616530 HAJJ  05012126  477.58  223.67  1.56  2.30  1854
2005/09/22 15:59:28.30  10.10   8616530 ADEN  05012122  484.48  267.34  1.91  2.50  1855
2005/09/22 15:59:28.30  10.10   8616530 BDHA  05012124  566.81  253.91 -0.66 -0.20  1856
2005/09/22 18:08:54.71  14.00   8313686 ATD   17950000  279.62  293.58 -0.83 -0.90  1857
2005/09/22 18:08:54.71  14.00   8313686 UDYN  05012164  407.64  246.80  0.18  0.60  1858
2005/09/22 18:08:54.71  14.00   8313686 DHBB  05012157  477.44  241.42 -1.38 -0.70  1859
2005/09/22 18:08:54.71  14.00   8313686 HAJJ  05012159  484.69  223.30 -2.04 -1.20  1860
2005/09/22 18:08:54.71  14.00   8313686 ADEN  05012153  487.58  266.50 -1.79 -1.10  1861
2005/09/22 18:08:54.71  14.00   8313686 LBOS  05012161  535.29  253.49 -3.20 -2.60  1862
2005/09/22 18:08:54.71  14.00   8313686 BDHA  05012155  571.46  253.28 -2.76 -2.20  1863
2005/09/22 19:51:52.92  14.10   7701616 ATD   17950384  273.05  289.51 -0.08 -0.20  1864
2005/09/22 19:51:52.92  14.10   7701616 UDYN  05012184  417.22  244.25 -0.62 -0.10  1865
2005/09/22 19:51:52.92  14.10   7701616 ADEN  05012173  490.38  264.10  0.54  1.30  1866
2005/09/22 19:51:52.92  14.10   7701616 HAJJ  05012178  500.68  221.77 -2.30 -1.40  1867
2005/09/22 19:51:52.92  14.10   7701616 LBOS  05012180  542.58  251.43 -2.55 -1.90  1868
2005/09/22 19:51:52.92  14.10   7701616 BDHA  05012175  578.79  251.36 -2.16 -1.60  1869
2005/09/22 20:48:03.50  12.00   8616535 DHBB  05012200  470.03  242.57  1.73  2.40  1870
2005/09/22 20:48:03.50  12.00   8616535 HAJJ  05012202  474.66  224.11  1.62  2.40  1871
2005/09/22 20:48:03.50  12.00   8616535 LBOS  05012204  530.05  254.66 -0.72 -0.10  1872
2005/09/22 20:48:03.50  12.00   8616535 BDHA  05012198  566.16  254.38 -0.66 -0.10  1873
2005/09/22 21:58:57.00   2.00   8616536 ABSE  09469254  277.61  151.87  0.21 -0.10  1874
2005/09/22 21:58:57.00   2.00   8616536 DHBB  05012211  465.36  242.79  2.08  2.40  1875
2005/09/22 21:58:57.00   2.00   8616536 FURI  09469256  468.08   26.00 -0.16  0.40  1876
2005/09/22 21:58:57.00   2.00   8616536 HAJJ  05012213  469.69  224.13  1.84  2.30  1877
2005/09/22 21:58:57.00   2.00   8616536 LBOS  05012215  525.84  254.96 -0.52 -0.10  1878
2005/09/22 21:58:57.00   2.00   8616536 BDHA  05012209  561.94  254.65 -0.38 -0.10  1879
2005/09/22 22:22:49.74  14.00   8313690 UDYN  05012228  391.96  243.88  1.04  1.40  1880
2005/09/22 22:22:49.74  14.00   8313690 FURI  09469260  451.56   29.58  0.90  1.70  1881
2005/09/22 22:22:49.74  14.00   8313690 DHBB  05012222  463.72  238.78 -0.25  0.40  1882
2005/09/22 22:22:49.74  14.00   8313690 BDHA  05012220  553.36  251.43 -1.57 -1.00  1883
2005/09/23 00:55:46.34  10.00   8313729 UDYN  05012272  411.10  242.72  0.07  0.40  1884
2005/09/23 00:55:46.34  10.00   8313729 DHBB  05012265  483.48  237.99 -0.52  0.10  1885
2005/09/23 00:55:46.34  10.00   8313729 HAJJ  05012267  499.31  220.34 -2.09 -1.30  1886
2005/09/23 00:55:46.34  10.00   8313729 LBOS  05012269  535.07  250.35 -1.79 -1.20  1887
2005/09/23 00:55:46.34  10.00   8313729 BDHA  05012263  571.29  250.35 -1.81 -1.30  1888
2005/09/23 04:57:51.05  14.00   7701663 ATD   02768672  267.88  290.99  0.77  0.60  1889
2005/09/23 04:57:51.05  14.00   7701663 UDYN  05012328  408.65  244.42  0.16  0.60  1890
2005/09/23 04:57:51.05  14.00   7701663 FURI  09469284  440.28   27.88  1.68  2.40  1891
2005/09/23 04:57:51.05  14.00   7701663 DHBB  05012322  479.99  239.41 -1.05 -0.30  1892
2005/09/23 04:57:51.05  14.00   7701663 ADEN  05012318  482.70  264.58  0.57  1.20  1893
2005/09/23 04:57:51.05  14.00   7701663 LBOS  05012324  534.22  251.68 -2.61 -2.00  1894
2005/09/23 04:57:51.05  14.00   7701663 BDHA  05012320  570.43  251.59 -2.33 -1.70  1895
2005/09/23 07:06:09.69  14.00   8313734 ATD   02768896  271.44  294.30 -0.49 -0.60  1896
2005/09/23 07:06:09.69  14.00   8313734 UDYN  05012341  399.62  246.29 -0.87 -0.50  1897
2005/09/23 07:06:09.69  14.00   8313734 DHBB  05012337  469.80  240.89 -1.60 -0.90  1898
2005/09/23 07:06:09.69  14.00   8313734 LBOS  05012339  526.89  253.21 -3.46 -2.80  1899
2005/09/23 07:06:09.69  14.00   8313734 BDHA  05012335  563.06  253.02 -3.51 -2.90  1900
2005/09/23 09:18:32.38  14.00   8313735 ATD   02768925  263.19  296.47  0.58  0.40  1901
2005/09/23 09:18:32.38  14.00   8313735 DHBB  05012348  456.88  240.80  1.04  1.70  1902
2005/09/23 09:18:32.38  14.00   8313735 ADEN  05012344  466.74  267.04  1.52  2.10  1903
2005/09/23 09:18:32.38  14.00   8313735 LBOS  05012350  514.07  253.44 -0.78 -0.10  1904
2005/09/23 09:18:32.38  14.00   8313735 BDHA  05012346  550.23  253.24 -1.10 -0.50  1905
2005/09/23 09:49:48.77  14.00   8313736 ATD   02768947  264.68  292.54  0.39  0.30  1906
2005/09/23 09:49:48.77  14.00   8313736 UDYN  05012362  401.22  244.79 -0.23  0.20  1907
2005/09/23 09:49:48.77  14.00   8313736 DHBB  05012358  472.37  239.64 -0.98 -0.20  1908
2005/09/23 09:49:48.77  14.00   8313736 LBOS  05012360  527.18  252.06 -2.77 -2.10  1909
2005/09/23 09:49:48.77  14.00   8313736 BDHA  05012356  563.38  251.94 -2.76 -2.20  1910
2005/09/23 18:01:27.06  14.00   7701718 ABSE  09469299  279.77  152.18 -0.94 -0.90  1911
2005/09/23 18:01:27.06  14.00   7701718 ATD   02769247  280.48  296.43 -1.39 -1.50  1912
2005/09/23 18:01:27.06  14.00   7701718 ALME  09469300  394.85  335.39  1.65  2.20  1913
2005/09/23 18:01:27.06  14.00   7701718 UDYN  05012401  398.00  248.23  1.59  2.00  1914
2005/09/23 18:01:27.06  14.00   7701718 FURI  09469301  465.56   26.11  0.12  1.00  1915
2005/09/23 18:01:27.06  14.00   7701718 LBOS  05012399  526.86  254.69 -1.48 -0.80  1916
2005/09/23 18:01:27.06  14.00   7701718 BDHA  05012397  562.98  254.40 -1.55 -1.00  1917
2005/09/23 20:26:33.71  14.00   7701724 ABSE  09469303  283.82  154.54 -1.86 -1.80  1918
2005/09/23 20:26:33.71  14.00   7701724 ALME  09469304  390.57  333.68 -1.74 -1.20  1919
2005/09/23 20:26:33.71  14.00   7701724 UDYN  05012422  409.33  247.52 -3.12 -2.70  1920
2005/09/23 20:26:33.71  14.00   7701724 DHBB  05012417  478.63  242.04 -3.70 -3.00  1921
2005/09/23 20:26:33.71  14.00   7701724 LBOS  05012419  537.56  254.01 -3.45 -2.80  1922
2005/09/23 20:26:33.71  14.00   7701724 BDHA  05012415  573.70  253.77 -3.57 -3.00  1923
2005/09/23 23:59:27.32  14.00   8313751 ATD   02769410  270.35  294.72 -0.11 -0.20  1924
2005/09/23 23:59:27.32  14.00   8313751 UDYN  05012444  397.43  246.37 -0.50 -0.10  1925
2005/09/23 23:59:27.32  14.00   8313751 DHBB  05012440  467.58  240.93 -0.93 -0.30  1926
2005/09/23 23:59:27.32  14.00   8313751 LBOS  05012442  524.78  253.30 -2.65 -2.00  1927
2005/09/23 23:59:27.32  14.00   8313751 BDHA  05012438  560.95  253.10 -2.91 -2.30  1928
2005/09/24 01:04:19.11  14.00   8313771 ATD   02769477  283.52  286.42  2.32 -2.30  1929
2005/09/24 01:04:19.11  14.00   8313771 UDYN  17954722  435.07  243.76 -3.11 -2.60  1930
2005/09/24 01:04:19.11  14.00   8313771 DHBB  17954712  506.71  239.10 -3.30 -2.50  1931
2005/09/24 01:04:19.11  14.00   8313771 BDHA  05012461  596.09  250.78 -3.46 -2.90  1932
2005/09/24 03:25:25.80  10.00   7701740 ATD   02769691  283.26  297.07 -1.14 -1.30  1933
2005/09/24 03:25:25.80  10.00   7701740 UDYN  05012490  397.49  248.83  1.26  1.50  1934
2005/09/24 03:25:25.80  10.00   7701740 DHBB  05012485  465.95  243.02  0.82  1.30  1935
2005/09/24 03:25:25.80  10.00   7701740 ADEN  05012480  482.81  268.49  0.75  1.30  1936
2005/09/24 03:25:25.80  10.00   7701740 LBOS  05012488  526.82  255.14 -1.63 -1.10  1937
2005/09/24 03:25:25.80  10.00   7701740 BDHA  17955256  562.91  254.83 -0.64 -0.10  1938
2005/09/24 03:38:22.68  14.00   7701744 ATD   02769744  269.71  294.13  0.69  0.60  1939
2005/09/24 03:38:22.68  14.00   7701744 ALME  09469329  379.49  335.17  2.22  2.70  1940
2005/09/24 03:38:22.68  14.00   7701744 WNDE  09469333  640.88   19.68 -2.14 -1.20  1941
2005/09/24 03:45:10.71  14.00   8313779 ATD   02769770  296.15  287.23  0.24  0.20  1942
2005/09/24 03:45:10.71  14.00   8313779 UDYN  05012505  441.57  245.26  1.38  1.90  1943
2005/09/24 03:45:10.71  14.00   8313779 DHBB  05012503  512.22  240.44 -0.14  0.60  1944
2005/09/24 03:45:10.71  14.00   8313779 ADEN  05012499  515.98  263.99  1.19  1.80  1945
2005/09/24 03:45:10.71  14.00   8313779 BDHA  05012501  603.92  251.79  1.23  1.80  1946
2005/09/24 03:57:15.55  11.60   7701747 ATD   02769794  288.16  294.04 -1.80 -1.90  1947
2005/09/24 03:57:15.55  11.60   7701747 UDYN  05012514  411.84  247.88  1.29  1.70  1948
2005/09/24 03:57:15.55  11.60   7701747 DHBB  05012512  480.89  242.38  0.32  1.00  1949
2005/09/24 03:57:15.55  11.60   7701747 ADEN  05012508  494.14  267.18 -0.43  0.20  1950
2005/09/24 03:57:15.55  11.60   7701747 BDHA  05012510  576.49  254.00 -3.19 -2.70  1951
2005/09/24 04:07:54.35  10.00   8313783 ATD   02769836  299.53  287.10  0.23  0.10  1952
2005/09/24 04:07:54.35  10.00   8313783 UDYN  05012520  444.55  245.48  1.30  1.70  1953
2005/09/24 04:07:54.35  10.00   8313783 DHBB  05012518  515.04  240.65  0.36  1.00  1954
2005/09/24 04:11:54.25  14.00   7701749 ATD   02769848  280.24  295.98 -1.07 -1.10  1955
2005/09/24 04:11:54.25  14.00   7701749 UDYN  05012529  399.46  248.00  0.29  0.70  1956
2005/09/24 04:11:54.25  14.00   7701749 DHBB  05012527  468.50  242.34 -0.12  0.60  1957
2005/09/24 04:11:54.25  14.00   7701749 ADEN  05012523  482.71  267.77 -0.13  0.50  1958
2005/09/24 04:11:54.25  14.00   7701749 BDHA  05012525  564.26  254.22 -2.39 -1.80  1959
2005/09/24 04:20:35.95  14.00   7701752 ATD   02769879  278.88  295.97 -0.95 -1.00  1960
2005/09/24 04:20:35.95  14.00   7701752 DHBB  05012536  467.74  242.20 -0.93 -0.30  1961
2005/09/24 04:20:35.95  14.00   7701752 ADEN  05012532  481.54  267.69 -0.79 -0.10  1962
2005/09/24 04:20:35.95  14.00   7701752 BDHA  05012534  563.29  254.13 -3.43 -2.80  1963
2005/09/24 05:08:04.60  14.00   8313790 UDYN  05012552  433.70  246.98 -0.62 -0.10  1964
2005/09/24 05:08:04.60  14.00   8313790 DHBB  05012550  503.24  241.84 -0.95 -0.20  1965
2005/09/24 05:08:04.60  14.00   8313790 ADEN  05012548  512.75  265.66 -0.81 -0.20  1966
2005/09/24 05:15:34.11   9.40   7701762 ATD   02770133  283.69  294.97 -0.26 -0.50  1967
2005/09/24 05:15:34.11   9.40   7701762 UDYN  05012560  405.42  247.88 -0.10  0.20  1968
2005/09/24 05:15:34.11   9.40   7701762 DHBB  05012557  474.51  242.30 -0.85 -0.30  1969
2005/09/24 05:15:34.11   9.40   7701762 ADEN  05012555  488.06  267.43 -0.90 -0.40  1970
2005/09/24 05:36:12.23  14.00   7701763 UDYN  05012573  416.58  245.96 -0.27  0.20  1971
2005/09/24 05:36:12.23  14.00   7701763 DHBB  05012571  486.89  240.80 -1.06 -0.30  1972
2005/09/24 05:36:12.23  14.00   7701763 ADEN  05012569  493.99  265.49 -0.35  0.40  1973
2005/09/24 05:46:04.59  14.00   8313792 ATD   02770210  280.38  296.42  0.57  0.50  1974
2005/09/24 05:46:04.59  14.00   8313792 UDYN  05012580  397.96  248.22 -1.85 -1.50  1975
2005/09/24 05:46:04.59  14.00   8313792 DHBB  05012578  466.84  242.51 -2.54 -1.90  1976
2005/09/24 06:58:29.43  17.30   7701773 ATD   02770367  272.17  293.61 -1.13 -1.10  1977
2005/09/24 06:58:29.43  17.30   7701773 DHBB  05012607  472.84  240.72 -1.18 -0.40  1978
2005/09/24 06:58:29.43  17.30   7701773 ADEN  05012603  480.92  266.12 -0.45  0.30  1979
2005/09/24 06:58:29.43  17.30   7701773 BDHA  05012605  565.74  252.82 -1.06 -0.40  1980
2005/09/24 07:06:16.01  14.00   8313799 ATD   02770420  272.68  295.37 -0.27 -0.40  1981
2005/09/24 07:06:16.01  14.00   8313799 UDYN  05012617  396.66  246.91 -1.37 -1.00  1982
2005/09/24 07:06:16.01  14.00   8313799 DHBB  05012615  466.46  241.38 -2.52 -1.90  1983
2005/09/24 07:36:09.31  14.00   7701775 ATD   02770444  278.31  295.75 -0.04 -0.10  1984
2005/09/24 07:36:09.31  14.00   7701775 UDYN  05012627  399.01  247.69 -1.10 -0.70  1985
2005/09/24 07:36:09.31  14.00   7701775 DHBB  05012624  468.26  242.07 -1.88 -1.20  1986
2005/09/24 07:36:09.31  14.00   7701775 ADEN  05012620  481.54  267.54 -1.83 -1.10  1987
2005/09/24 07:36:09.31  14.00   7701775 BDHA  05012622  563.57  254.01 -2.17 -1.60  1988
2005/09/24 08:20:49.79  14.00   7701780 ABSE  09469339  282.33  155.20 -1.56 -1.50  1989
2005/09/24 08:20:49.79  14.00   7701780 ATD   02770540  287.79  293.73 -2.03 -2.10  1990
2005/09/24 08:20:49.79  14.00   7701780 FURI  09469342  452.23   25.19 -1.47 -0.60  1991
2005/09/24 08:41:37.01  14.00   7701781 ATD   02770576  278.91  293.70 -0.56 -0.60  1992
2005/09/24 08:41:37.01  14.00   7701781 ABSE  09469345  289.21  154.09 -0.90 -0.80  1993
2005/09/24 08:41:37.01  14.00   7701781 FURI  09469346  452.30   26.33 -0.72  0.10  1994
2005/09/24 09:17:15.90  14.00   8313806 ABSE  09469349  282.53  159.19 -2.84 -2.80  1995
2005/09/24 09:17:15.90  14.00   8313806 ATD   02770633  301.67  290.93 -3.23 -3.20  1996
2005/09/24 09:17:15.90  14.00   8313806 ALME  09469350  393.82  330.28  0.35  0.90  1997
2005/09/24 09:17:15.90  14.00   8313806 TRBA  05012638  425.37  258.73 -0.53 -0.10  1998
2005/09/24 09:17:15.90  14.00   8313806 UDYN  05012641  432.55  247.61 -0.42  0.10  1999
2005/09/24 09:17:15.90  14.00   8313806 FURI  09469352  437.54   23.43 -2.60 -1.80  2000
2005/09/24 09:17:15.90  14.00   8313806 DHBB  05012636  501.66  242.37 -1.07 -0.30  2001
2005/09/24 18:08:50.09  14.00   8313825 ATD   02771020  268.22  294.14  0.67  0.50  2002
2005/09/24 18:08:50.09  14.00   8313825 TRBA  05012651  388.94  257.98  1.18  1.50  2003
2005/09/24 18:08:50.09  14.00   8313825 UDYN  05012654  398.05  245.88  0.87  1.30  2004
2005/09/24 18:08:50.09  14.00   8313825 FURI  09469377  454.89   27.68 -0.95 -0.10  2005
2005/09/24 18:08:50.09  14.00   8313825 DHBB  05012646  468.52  240.53 -0.05  0.60  2006
2005/09/24 18:08:50.09  14.00   8313825 LBOS  05012648  524.98  252.92 -1.99 -1.30  2007
2005/09/24 18:08:50.09  14.00   8313825 BDHA  05012644  561.16  252.75 -2.00 -1.40  2008
2005/09/24 18:43:32.90  12.00   8616578 ALME  09469381  388.26  334.75 -1.15 -0.70  2009
2005/09/24 18:43:32.90  12.00   8616578 UDYN  05012675  402.05  247.26  1.89  2.20  2010
2005/09/24 18:43:32.90  12.00   8616578 FURI  09469382  458.03   26.40 -0.70  0.10  2011
2005/09/24 18:43:32.90  12.00   8616578 DHBB  05012669  471.57  241.74  1.88  2.50  2012
2005/09/24 18:43:32.90  12.00   8616578 LBOS  05012670  530.11  253.91 -0.44  0.20  2013
2005/09/24 18:43:32.90  12.00   8616578 BDHA  05012666  566.26  253.67 -0.06  0.50  2014
2005/09/24 19:24:03.05  10.00   7701820 ATD   02771152  258.86  290.84 -2.55 -2.80  2015
2005/09/24 19:24:03.05  10.00   7701820 TRBA  05012702  390.26  255.37 -1.55 -1.30  2016
2005/09/24 19:24:03.05  10.00   7701820 UDYN  05012705  403.05  243.43 -1.98 -1.70  2017
2005/09/24 19:24:03.05  10.00   7701820 DHBB  05012694  475.03  238.52 -3.21 -2.60  2018
2005/09/24 19:24:03.05  10.00   7701820 ADEN  05012690  474.98  264.03 -1.49 -1.00  2019
2005/09/24 19:24:03.05  10.00   7701820 SANA  05012700  511.81  228.58 -4.17 -3.40  2020
2005/09/24 19:24:03.05  10.00   7701820 BDHA  17958845  563.97  250.96 -3.87 -3.40  2021
2005/09/24 19:35:10.70   2.10   8616580 DHBB  05012710  464.93  241.92  1.99  2.30  2022
2005/09/24 19:35:10.70   2.10   8616580 LBOS  05012712  523.91  254.21 -0.45 -0.10  2023
2005/09/24 19:35:10.70   2.10   8616580 BDHA  05012708  560.05  253.96 -0.38 -0.10  2024
2005/09/24 21:25:53.87  14.00   7701829 ATD   02771331  248.19  292.57 -0.53 -0.70  2025
2005/09/24 21:25:53.87  14.00   7701829 TRBA  05012791  377.20  255.36  2.12  2.40  2026
2005/09/24 21:25:53.87  14.00   7701829 UDYN  05012794  390.33  243.03  1.25  1.60  2027
2005/09/24 21:25:53.87  14.00   7701829 LBOS  05012787  514.75  250.90 -1.48 -0.80  2028
2005/09/24 21:25:53.87  14.00   7701829 BDHA  05012785  550.96  250.86 -1.34 -0.70  2029
2005/09/24 21:31:53.35  10.00   8313828 ATD   02771345  251.17  295.26 -0.80 -1.10  2030
2005/09/24 21:31:53.35  10.00   8313828 UDYN  05012803  383.24  244.48  1.50  1.70  2031
2005/09/24 21:31:53.35  10.00   8313828 ADEN  05012797  458.97  265.73  1.21  1.70  2032
2005/09/24 21:31:53.35  10.00   8313828 LBOS  05012801  509.04  252.09 -1.25 -0.60  2033
2005/09/24 21:31:53.35  10.00   8313828 BDHA  05012799  545.24  251.98 -1.76 -1.20  2034
2005/09/24 22:15:23.37  14.00   7701832 ATD   02771400  254.85  294.04 -1.15 -1.30  2035
2005/09/24 22:15:23.37  14.00   7701832 UDYN  17959896  389.72  244.38  0.39  0.70  2036
2005/09/24 22:15:23.37  14.00   7701832 DHBB  05012829  461.18  239.17 -0.37  0.30  2037
2005/09/24 22:15:23.37  14.00   7701832 ADEN  05012826  464.79  265.36  0.84  1.40  2038
2005/09/24 22:15:23.37  14.00   7701832 SANA  05012835  497.25  228.91 -1.66 -0.80  2039
2005/09/24 22:15:23.37  14.00   7701832 LBOS  05012831  515.38  251.92 -1.77 -1.10  2040
2005/09/24 22:15:23.37  14.00   7701832 BDHA  05012828  551.59  251.81 -2.19 -1.60  2041
2005/09/24 22:31:50.00  14.00   7701835 ATD   02771463  265.67  289.36 -0.41 -0.60  2042
2005/09/24 22:31:50.00  14.00   7701835 UDYN  05012849  412.58  243.47 -1.23 -0.80  2043
2005/09/24 22:31:50.00  14.00   7701835 ADEN  05012846  484.04  263.66 -0.82 -0.10  2044
2005/09/24 23:05:21.18  14.00   7701837 ATD   02771494  255.24  290.67 -1.26 -1.50  2045
2005/09/24 23:05:21.18  14.00   7701837 ABSE  09469384  316.39  153.18 -2.83 -2.60  2046
2005/09/24 23:05:21.18  14.00   7701837 ALME  09469385  358.06  334.89 -1.09 -0.70  2047
2005/09/24 23:05:21.18  14.00   7701837 UDYN  05012865  401.18  242.98 -0.05  0.40  2048
2005/09/24 23:05:21.18  14.00   7701837 FURI  09469386  440.48   29.56 -0.69  0.10  2049
2005/09/24 23:05:21.18  14.00   7701837 LBOS  05012862  525.48  250.70 -2.84 -2.20  2050
2005/09/24 23:22:49.68  14.00   7701841 ATD   02771530  255.41  294.07 -0.28 -0.50  2051
2005/09/24 23:22:49.68  14.00   7701841 UDYN  05012877  389.97  244.46  1.24  1.60  2052
2005/09/24 23:22:49.68  14.00   7701841 ADEN  05012868  465.22  265.41  1.59  2.20  2053
2005/09/24 23:22:49.68  14.00   7701841 SANA  05012875  497.36  228.97 -2.42 -1.60  2054
2005/09/24 23:22:49.68  14.00   7701841 LBOS  17960251  515.70  251.97 -0.43  0.30  2055
2005/09/25 01:00:20.04  10.00   8313848 UDYN  05012901  416.65  241.85 -1.01 -0.70  2056
2005/09/25 01:00:20.04  10.00   8313848 DHBB  05012896  489.51  237.31 -2.09 -1.40  2057
2005/09/25 01:00:20.04  10.00   8313848 LBOS  05012899  539.73  249.61 -1.17 -0.60  2058
2005/09/25 01:10:59.70  14.00   7701862 ATD   02771720  274.40  287.11 -1.78 -1.90  2059
2005/09/25 01:10:59.70  14.00   7701862 ADEN  05012904  496.40  262.95  0.34  1.00  2060
2005/09/25 01:10:59.70  14.00   7701862 DHBB  05012906  498.18  238.60 -1.68 -0.90  2061
2005/09/25 01:10:59.70  14.00   7701862 LBOS  05012908  550.59  250.56 -2.83 -2.20  2062
2005/09/25 05:11:50.90  14.00   9048661 ATD   02772022  263.84  288.14 -1.11 -1.30  2063
2005/09/25 05:11:50.90  14.00   9048661 ABSE  09469392  318.37  155.70 -2.01 -1.80  2064
2005/09/25 05:11:50.90  14.00   9048661 ALME  09469393  356.25  332.59 -0.71 -0.30  2065
